Symbol  ,Date  ,Expiry  ,Option type  ,Strike Price  ,Open  ,High  ,Low  ,Close  ,LTP  ,Settle Price  ,No. of contracts  ,Turnover * in  ₹ Lakhs,Premium Turnover ** in   ₹ Lakhs,Open Int  ,Change in OI  ,Underlying Value  
RELIANCE,25-Mar-2025,27-Mar-2025,CE,1240.00,63.30,63.30,44.00,47.35,47.80,47.35,500.00,3225.74,125.74,782000.00,-131000.00,1285.45
RELIANCE,25-Mar-2025,27-Mar-2025,CE,1360.00,0.90,0.95,0.30,0.40,0.35,0.40,1361.00,9258.39,3.59,417500.00,-86000.00,1285.45
RELIANCE,25-Mar-2025,27-Mar-2025,CE,1250.00,52.00,52.00,33.75,37.40,37.10,37.40,1606.00,10361.31,323.81,1304500.00,-126500.00,1285.45
RELIANCE,25-Mar-2025,27-Mar-2025,CE,1370.00,0.65,0.70,0.30,0.35,0.35,0.35,527.00,3611.18,1.23,417500.00,27500.00,1285.45
RELIANCE,25-Mar-2025,27-Mar-2025,CE,1130.00,157.00,157.00,157.00,157.00,157.00,155.85,2.00,12.87,1.57,196000.00,-1000.00,1285.45
RELIANCE,25-Mar-2025,27-Mar-2025,CE,1260.00,44.40,44.40,24.35,27.60,27.20,27.60,2726.00,17603.71,429.91,1879000.00,-195500.00,1285.45
RELIANCE,25-Mar-2025,27-Mar-2025,CE,1380.00,0.50,0.50,0.25,0.30,0.25,0.30,338.00,2332.80,0.60,197000.00,-5000.00,1285.45
RELIANCE,25-Mar-2025,27-Mar-2025,CE,1140.00,154.00,154.00,146.35,148.60,148.60,145.85,8.00,51.58,5.98,257500.00,-500.00,1285.45
RELIANCE,25-Mar-2025,27-Mar-2025,CE,1390.00,0.30,0.35,0.20,0.25,0.20,0.25,270.00,1876.88,0.38,184000.00,-36500.00,1285.45
RELIANCE,25-Mar-2025,27-Mar-2025,CE,1150.00,149.00,149.00,135.50,136.60,138.40,136.60,106.00,682.46,72.96,179500.00,-16500.00,1285.45
RELIANCE,25-Mar-2025,27-Mar-2025,CE,1270.00,34.65,34.65,15.55,18.35,18.05,18.35,3353.00,21631.85,340.30,4695500.00,34000.00,1285.45
RELIANCE,25-Mar-2025,27-Mar-2025,CE,1400.00,0.50,0.50,0.20,0.25,0.20,0.25,1504.00,10530.10,2.10,1554000.00,-155000.00,1285.45
RELIANCE,24-Mar-2025,27-Mar-2025,CE,1090.00,-,-,-,190.75,190.75,212.65,-,-,-,49000.00,-,1302.10
RELIANCE,24-Mar-2025,27-Mar-2025,CE,1220.00,64.95,83.50,63.65,80.80,81.35,80.80,690.00,4467.06,258.06,1371500.00,-119500.00,1302.10
RELIANCE,24-Mar-2025,27-Mar-2025,CE,1340.00,0.75,2.30,0.70,1.55,1.65,1.55,8496.00,56988.02,64.82,1158000.00,115500.00,1302.10
RELIANCE,24-Mar-2025,27-Mar-2025,CE,1100.00,188.70,204.05,185.50,200.55,200.50,200.55,85.00,551.62,84.12,185500.00,-37000.00,1302.10
RELIANCE,24-Mar-2025,27-Mar-2025,CE,1350.00,0.50,1.55,0.50,1.05,1.15,1.05,7556.00,51041.54,38.54,1303500.00,14000.00,1302.10
RELIANCE,24-Mar-2025,27-Mar-2025,CE,1110.00,-,-,-,141.30,141.30,192.65,-,-,-,62500.00,-,1302.10
RELIANCE,24-Mar-2025,27-Mar-2025,CE,1230.00,56.40,72.85,53.00,71.05,71.50,71.05,427.00,2761.23,135.18,1073000.00,-64500.00,1302.10
RELIANCE,24-Mar-2025,27-Mar-2025,CE,1120.00,166.00,182.95,166.00,182.95,182.95,182.95,4.00,25.80,3.40,108500.00,-1500.00,1302.10
RELIANCE,24-Mar-2025,27-Mar-2025,CE,1240.00,46.95,64.00,43.65,60.60,62.20,60.60,1298.00,8408.60,361.00,913000.00,-210000.00,1302.10
RELIANCE,24-Mar-2025,27-Mar-2025,CE,1360.00,0.45,1.10,0.35,0.75,0.80,0.75,3652.00,24847.81,14.21,503500.00,24500.00,1302.10
RELIANCE,24-Mar-2025,27-Mar-2025,CE,1130.00,-,-,-,141.00,141.00,172.65,-,-,-,197000.00,-,1302.10
RELIANCE,24-Mar-2025,27-Mar-2025,CE,1250.00,36.00,54.00,34.00,50.80,51.55,50.80,3976.00,25683.54,833.54,1431000.00,-612500.00,1302.10
RELIANCE,24-Mar-2025,27-Mar-2025,CE,1370.00,0.30,0.80,0.30,0.60,0.60,0.60,1432.00,9813.57,4.37,390000.00,-15000.00,1302.10
RELIANCE,24-Mar-2025,27-Mar-2025,CE,1260.00,28.00,44.50,24.70,40.65,42.20,40.65,4325.00,27991.57,744.07,2074500.00,-421500.00,1302.10
RELIANCE,24-Mar-2025,27-Mar-2025,CE,1380.00,0.40,0.60,0.35,0.50,0.50,0.50,891.00,6150.10,2.20,202000.00,3000.00,1302.10
RELIANCE,24-Mar-2025,27-Mar-2025,CE,1140.00,143.35,156.50,143.35,156.50,156.50,162.65,2.00,12.90,1.50,258000.00,-1000.00,1302.10
RELIANCE,24-Mar-2025,27-Mar-2025,CE,1390.00,0.40,0.50,0.30,0.35,0.35,0.35,773.00,5373.85,1.50,220500.00,92500.00,1302.10
RELIANCE,24-Mar-2025,27-Mar-2025,CE,1150.00,138.00,153.00,136.50,149.45,151.85,149.45,85.00,550.08,61.33,196000.00,-27000.00,1302.10
RELIANCE,24-Mar-2025,27-Mar-2025,CE,1270.00,18.85,35.00,16.70,31.65,32.65,31.65,7150.00,46263.33,860.83,4661500.00,-166500.00,1302.10
RELIANCE,24-Mar-2025,27-Mar-2025,CE,1400.00,0.35,0.45,0.25,0.35,0.30,0.35,3325.00,23280.85,5.85,1709000.00,-21500.00,1302.10
RELIANCE,24-Mar-2025,24-Apr-2025,CE,1240.00,70.00,83.25,65.85,81.75,81.75,81.75,548.00,3602.27,204.67,385000.00,-33500.00,1302.10
RELIANCE,24-Mar-2025,24-Apr-2025,CE,1060.00,-,-,-,190.00,190.00,247.90,-,-,-,500.00,-,1302.10
RELIANCE,24-Mar-2025,24-Apr-2025,CE,1110.00,-,-,-,119.80,-,198.30,-,-,-,-,-,1302.10
RELIANCE,24-Mar-2025,24-Apr-2025,CE,1250.00,58.00,75.15,58.00,72.35,73.65,72.35,1422.00,9373.26,485.76,670000.00,-26000.00,1302.10
RELIANCE,24-Mar-2025,24-Apr-2025,CE,1380.00,7.55,9.60,5.00,8.65,8.80,8.65,1943.00,13477.86,71.16,807000.00,140500.00,1302.10
RELIANCE,24-Mar-2025,24-Apr-2025,CE,1070.00,-,-,-,153.80,-,237.95,-,-,-,-,-,1302.10
RELIANCE,24-Mar-2025,24-Apr-2025,CE,1120.00,-,-,-,163.15,-,188.40,-,-,-,-,-,1302.10
RELIANCE,24-Mar-2025,24-Apr-2025,CE,1390.00,4.85,7.75,4.70,7.15,7.25,7.15,554.00,3867.30,17.00,114000.00,54000.00,1302.10
RELIANCE,24-Mar-2025,24-Apr-2025,CE,1400.00,3.50,6.50,3.50,5.90,6.10,5.90,6846.00,48097.46,175.46,2346500.00,878500.00,1302.10
RELIANCE,24-Mar-2025,24-Apr-2025,CE,1080.00,-,-,-,197.25,-,228.05,-,-,-,-,-,1302.10
RELIANCE,24-Mar-2025,24-Apr-2025,CE,1130.00,-,-,-,104.15,-,178.55,-,-,-,-,-,1302.10
RELIANCE,24-Mar-2025,24-Apr-2025,CE,1260.00,55.95,67.90,51.55,65.45,65.70,65.45,1176.00,7760.80,352.00,693000.00,32000.00,1302.10
RELIANCE,24-Mar-2025,24-Apr-2025,CE,1090.00,-,-,-,136.40,-,218.10,-,-,-,-,-,1302.10
RELIANCE,24-Mar-2025,24-Apr-2025,CE,1140.00,-,-,-,147.10,-,168.75,-,-,-,-,-,1302.10
RELIANCE,24-Mar-2025,24-Apr-2025,CE,1270.00,45.00,60.75,44.95,57.95,58.50,57.95,841.00,5560.95,220.60,299500.00,-64000.00,1302.10
RELIANCE,24-Mar-2025,24-Apr-2025,CE,1420.00,2.50,4.30,2.45,3.85,4.10,3.85,831.00,5914.98,14.88,170500.00,135000.00,1302.10
RELIANCE,24-Mar-2025,24-Apr-2025,CE,1100.00,197.00,213.90,197.00,213.70,211.00,213.70,251.00,1640.77,260.27,283500.00,-6000.00,1302.10
RELIANCE,24-Mar-2025,24-Apr-2025,CE,1150.00,160.00,165.65,156.50,160.50,160.50,159.00,45.00,294.76,36.01,140000.00,13000.00,1302.10
RELIANCE,24-Mar-2025,24-Apr-2025,CE,1280.00,39.65,53.35,38.90,51.20,51.55,51.20,2068.00,13708.49,473.29,622500.00,-25000.00,1302.10
RELIANCE,24-Mar-2025,24-Apr-2025,CE,1440.00,2.40,3.00,1.75,2.80,2.90,2.80,1186.00,8554.53,15.33,228000.00,59000.00,1302.10
RELIANCE,24-Mar-2025,24-Apr-2025,CE,1290.00,36.00,46.95,33.60,44.55,45.10,44.55,3382.00,22525.30,711.40,547000.00,129000.00,1302.10
RELIANCE,24-Mar-2025,24-Apr-2025,CE,1460.00,1.20,2.45,1.10,2.10,2.15,2.10,183.00,1337.69,1.79,56000.00,42500.00,1302.10
RELIANCE,24-Mar-2025,24-Apr-2025,CE,1160.00,140.00,148.60,140.00,148.60,148.60,149.35,3.00,19.54,2.14,73500.00,-500.00,1302.10
RELIANCE,24-Mar-2025,24-Apr-2025,CE,1170.00,-,-,-,112.05,112.05,139.75,-,-,-,32000.00,-,1302.10
RELIANCE,24-Mar-2025,27-Mar-2025,CE,960.00,-,-,-,275.25,-,342.55,-,-,-,-,-,1302.10
RELIANCE,24-Mar-2025,27-Mar-2025,CE,1160.00,127.30,142.00,123.50,140.00,141.95,140.00,83.00,537.63,56.23,373000.00,-30000.00,1302.10
RELIANCE,24-Mar-2025,27-Mar-2025,CE,1280.00,10.70,26.40,10.60,22.60,24.00,22.60,18924.00,122708.59,1594.99,1401000.00,-1668500.00,1302.10
RELIANCE,24-Mar-2025,27-Mar-2025,CE,980.00,318.00,318.00,318.00,318.00,318.00,322.55,1.00,6.49,1.59,500.00,500.00,1302.10
RELIANCE,24-Mar-2025,27-Mar-2025,CE,1290.00,8.00,18.85,6.55,15.35,16.30,15.35,25991.00,169157.66,1515.71,1537000.00,-376500.00,1302.10
RELIANCE,24-Mar-2025,27-Mar-2025,CE,1410.00,0.25,0.35,0.20,0.30,0.30,0.05,144.00,1015.40,0.20,79500.00,30000.00,1302.10
RELIANCE,24-Mar-2025,27-Mar-2025,CE,1000.00,288.00,303.30,288.00,300.75,302.75,300.75,594.00,3846.07,876.07,98500.00,-235500.00,1302.10
RELIANCE,24-Mar-2025,24-Apr-2025,CE,1300.00,29.95,41.20,28.60,38.75,39.05,38.75,17376.00,116067.60,3123.60,5767500.00,464000.00,1302.10
RELIANCE,24-Mar-2025,24-Apr-2025,CE,1480.00,1.05,1.90,0.90,1.60,1.60,1.60,1084.00,8029.27,7.67,506000.00,198500.00,1302.10
RELIANCE,24-Mar-2025,24-Apr-2025,CE,1180.00,-,-,-,109.70,109.70,130.30,-,-,-,40500.00,-,1302.10
RELIANCE,24-Mar-2025,24-Apr-2025,CE,1310.00,24.75,35.15,23.90,33.10,33.30,33.10,2125.00,14247.02,328.27,472000.00,276000.00,1302.10
RELIANCE,24-Mar-2025,24-Apr-2025,CE,960.00,-,-,-,240.00,240.00,347.35,-,-,-,500.00,-,1302.10
RELIANCE,24-Mar-2025,24-Apr-2025,CE,1190.00,-,-,-,97.00,97.00,121.00,-,-,-,6000.00,-,1302.10
RELIANCE,24-Mar-2025,24-Apr-2025,CE,1320.00,20.80,30.05,19.90,27.90,28.20,27.90,3178.00,21383.65,408.85,628500.00,242500.00,1302.10
RELIANCE,24-Mar-2025,24-Apr-2025,CE,980.00,-,-,-,290.25,-,327.45,-,-,-,-,-,1302.10
RELIANCE,24-Mar-2025,24-Apr-2025,CE,1200.00,104.00,118.95,99.25,116.00,116.60,116.00,829.00,5416.96,442.96,1224500.00,-110000.00,1302.10
RELIANCE,24-Mar-2025,24-Apr-2025,CE,1330.00,17.00,25.25,16.40,23.45,23.80,23.45,1248.00,8431.64,132.44,245500.00,93500.00,1302.10
RELIANCE,24-Mar-2025,24-Apr-2025,CE,1000.00,290.00,313.00,290.00,308.80,313.00,308.80,735.00,4790.23,1115.23,322000.00,269500.00,1302.10
RELIANCE,24-Mar-2025,24-Apr-2025,CE,1340.00,14.45,21.20,13.45,19.40,19.65,19.40,2300.00,15616.99,206.99,528000.00,204500.00,1302.10
RELIANCE,24-Mar-2025,24-Apr-2025,CE,1210.00,92.15,104.00,92.15,104.00,104.00,103.00,9.00,58.92,4.47,29500.00,-,1302.10
RELIANCE,24-Mar-2025,24-Apr-2025,CE,1350.00,11.95,17.60,10.90,16.05,16.25,16.05,4602.00,31409.18,345.68,1186000.00,479000.00,1302.10
RELIANCE,24-Mar-2025,24-Apr-2025,CE,1020.00,-,-,-,252.10,-,287.65,-,-,-,-,-,1302.10
RELIANCE,24-Mar-2025,24-Apr-2025,CE,1220.00,85.00,99.70,81.80,98.10,98.00,98.10,301.00,1974.83,138.73,153500.00,5000.00,1302.10
RELIANCE,24-Mar-2025,24-Apr-2025,CE,1360.00,9.20,14.40,9.00,13.10,13.10,13.10,4700.00,32245.43,285.43,1665000.00,1137000.00,1302.10
RELIANCE,24-Mar-2025,24-Apr-2025,CE,1040.00,-,-,-,233.45,-,267.80,-,-,-,-,-,1302.10
RELIANCE,24-Mar-2025,24-Apr-2025,CE,1230.00,77.00,91.55,77.00,91.00,91.00,91.00,35.00,229.94,14.69,43000.00,-8000.00,1302.10
RELIANCE,24-Mar-2025,24-Apr-2025,CE,1370.00,7.25,11.60,7.25,10.55,10.75,10.55,678.00,4678.25,33.95,153500.00,85000.00,1302.10
RELIANCE,24-Mar-2025,24-Apr-2025,CE,1050.00,-,-,-,171.85,-,257.85,-,-,-,-,-,1302.10
RELIANCE,24-Mar-2025,29-May-2025,CE,1240.00,-,-,-,56.25,-,95.05,-,-,-,-,-,1302.10
RELIANCE,24-Mar-2025,29-May-2025,CE,1080.00,-,-,-,157.95,-,235.35,-,-,-,-,-,1302.10
RELIANCE,24-Mar-2025,29-May-2025,CE,1400.00,12.25,16.60,11.65,16.05,16.35,16.05,521.00,3686.17,39.17,259500.00,11000.00,1302.10
RELIANCE,24-Mar-2025,29-May-2025,CE,1100.00,-,-,-,142.05,-,216.05,-,-,-,-,-,1302.10
RELIANCE,24-Mar-2025,29-May-2025,CE,1260.00,68.55,83.00,67.25,80.00,80.00,80.00,17.00,113.61,6.51,33500.00,-3500.00,1302.10
RELIANCE,24-Mar-2025,29-May-2025,CE,1120.00,-,-,-,126.90,-,197.05,-,-,-,-,-,1302.10
RELIANCE,24-Mar-2025,29-May-2025,CE,1280.00,-,-,-,40.60,-,68.75,-,-,-,-,-,1302.10
RELIANCE,24-Mar-2025,29-May-2025,CE,1440.00,5.00,9.25,5.00,8.40,8.80,8.40,43.00,311.39,1.79,19000.00,15500.00,1302.10
RELIANCE,24-Mar-2025,29-May-2025,CE,1140.00,-,-,-,110.00,110.00,178.40,-,-,-,2500.00,-,1302.10
RELIANCE,24-Mar-2025,29-May-2025,CE,1480.00,-,-,-,5.45,-,6.65,-,-,-,-,-,1302.10
RELIANCE,24-Mar-2025,29-May-2025,CE,1300.00,43.50,55.00,43.00,53.60,53.55,53.60,432.00,2916.45,108.45,719500.00,33500.00,1302.10
RELIANCE,24-Mar-2025,29-May-2025,CE,1160.00,-,-,-,99.40,-,160.20,-,-,-,-,-,1302.10
RELIANCE,24-Mar-2025,29-May-2025,CE,1320.00,41.00,41.00,41.00,41.00,41.00,47.50,3.00,20.42,0.62,1500.00,1000.00,1302.10
RELIANCE,24-Mar-2025,29-May-2025,CE,960.00,-,-,-,265.50,-,353.30,-,-,-,-,-,1302.10
RELIANCE,24-Mar-2025,29-May-2025,CE,1180.00,-,-,-,87.10,-,142.65,-,-,-,-,-,1302.10
RELIANCE,24-Mar-2025,29-May-2025,CE,1340.00,-,-,-,23.75,-,38.75,-,-,-,-,-,1302.10
RELIANCE,24-Mar-2025,29-May-2025,CE,1000.00,-,-,-,227.90,-,313.80,-,-,-,-,-,1302.10
RELIANCE,24-Mar-2025,29-May-2025,CE,1200.00,120.00,130.35,118.55,130.35,130.35,125.85,13.00,85.95,7.95,61000.00,1500.00,1302.10
RELIANCE,24-Mar-2025,29-May-2025,CE,1360.00,15.15,27.00,15.15,27.00,27.00,27.00,101.00,699.21,12.41,41500.00,30500.00,1302.10
RELIANCE,24-Mar-2025,29-May-2025,CE,1040.00,-,-,-,191.85,-,274.40,-,-,-,-,-,1302.10
RELIANCE,24-Mar-2025,29-May-2025,CE,1220.00,-,-,-,55.00,55.00,109.95,-,-,-,500.00,-,1302.10
RELIANCE,24-Mar-2025,29-May-2025,CE,1060.00,-,-,-,174.60,-,254.80,-,-,-,-,-,1302.10
RELIANCE,24-Mar-2025,29-May-2025,CE,1380.00,-,-,-,16.05,-,24.90,-,-,-,-,-,1302.10
RELIANCE,24-Mar-2025,27-Mar-2025,CE,1020.00,-,-,-,172.60,172.60,282.60,-,-,-,16000.00,-,1302.10
RELIANCE,24-Mar-2025,27-Mar-2025,CE,1170.00,116.10,133.00,113.50,131.05,131.00,131.05,16.00,103.77,10.17,1310500.00,-2500.00,1302.10
RELIANCE,24-Mar-2025,27-Mar-2025,CE,1300.00,4.55,13.30,3.00,10.25,10.65,10.25,68305.00,446831.97,2849.47,4750500.00,-4018000.00,1302.10
RELIANCE,24-Mar-2025,27-Mar-2025,CE,1420.00,0.25,0.35,0.20,0.25,0.25,0.25,435.00,3089.09,0.59,251500.00,36000.00,1302.10
RELIANCE,24-Mar-2025,27-Mar-2025,CE,1040.00,-,-,-,135.50,135.50,262.60,-,-,-,5000.00,-,1302.10
RELIANCE,24-Mar-2025,27-Mar-2025,CE,1180.00,106.80,122.55,103.00,122.40,121.50,122.40,88.00,570.35,51.15,855000.00,-29500.00,1302.10
RELIANCE,24-Mar-2025,27-Mar-2025,CE,1440.00,0.25,0.30,0.20,0.30,0.30,0.30,551.00,3967.93,0.73,3009000.00,-3000.00,1302.10
RELIANCE,24-Mar-2025,27-Mar-2025,CE,1190.00,102.15,112.75,93.35,112.05,111.30,112.05,55.00,357.02,29.77,421500.00,-20500.00,1302.10
RELIANCE,24-Mar-2025,27-Mar-2025,CE,1310.00,2.55,8.90,2.35,6.60,7.00,6.60,36251.00,238547.88,1103.83,2239500.00,687500.00,1302.10
RELIANCE,24-Mar-2025,27-Mar-2025,CE,1460.00,0.20,0.30,0.15,0.25,0.25,0.05,117.00,854.25,0.15,118500.00,22000.00,1302.10
RELIANCE,24-Mar-2025,27-Mar-2025,CE,1050.00,-,-,-,216.25,-,252.60,-,-,-,-,-,1302.10
RELIANCE,24-Mar-2025,27-Mar-2025,CE,1060.00,-,-,-,180.00,180.00,242.60,-,-,-,1000.00,-,1302.10
RELIANCE,24-Mar-2025,27-Mar-2025,CE,1200.00,89.85,103.60,72.00,101.05,101.25,101.05,977.00,6330.96,468.96,1519500.00,-150500.00,1302.10
RELIANCE,24-Mar-2025,27-Mar-2025,CE,1320.00,1.55,5.75,1.45,4.00,4.25,4.00,28912.00,191356.51,537.31,2199000.00,246000.00,1302.10
RELIANCE,24-Mar-2025,27-Mar-2025,CE,1070.00,-,-,-,197.35,-,232.60,-,-,-,-,-,1302.10
RELIANCE,24-Mar-2025,27-Mar-2025,CE,1480.00,0.15,0.25,0.05,0.20,0.20,0.20,814.00,6024.38,0.78,386000.00,-179000.00,1302.10
RELIANCE,24-Mar-2025,27-Mar-2025,CE,1080.00,-,-,-,202.80,202.80,222.65,-,-,-,62500.00,-,1302.10
RELIANCE,24-Mar-2025,27-Mar-2025,CE,1210.00,80.00,92.50,73.50,91.95,91.90,91.95,120.00,775.75,49.75,858000.00,-20000.00,1302.10
RELIANCE,24-Mar-2025,27-Mar-2025,CE,1330.00,1.25,3.50,0.90,2.40,2.55,2.40,12962.00,86345.55,148.25,1581500.00,376000.00,1302.10
RELIANCE,24-Mar-2025,27-Mar-2025,CE,1520.00,0.10,0.10,0.05,0.10,0.10,0.10,451.00,3427.75,0.15,460000.00,-10000.00,1302.10
RELIANCE,21-Mar-2025,27-Mar-2025,CE,1020.00,-,-,-,172.60,172.60,257.45,-,-,-,16000.00,-,1276.35
RELIANCE,21-Mar-2025,27-Mar-2025,CE,1170.00,106.90,110.70,105.00,108.55,108.60,108.55,15.00,95.88,8.13,1313000.00,-2500.00,1276.35
RELIANCE,21-Mar-2025,27-Mar-2025,CE,1300.00,4.00,4.80,3.05,3.60,3.45,3.60,31613.00,206111.39,626.89,8768500.00,-860500.00,1276.35
RELIANCE,21-Mar-2025,27-Mar-2025,CE,1420.00,0.25,0.30,0.20,0.30,0.25,0.30,57.00,404.77,0.07,215500.00,-4500.00,1276.35
RELIANCE,21-Mar-2025,27-Mar-2025,CE,1040.00,-,-,-,135.50,135.50,237.45,-,-,-,5000.00,-,1276.35
RELIANCE,21-Mar-2025,27-Mar-2025,CE,1180.00,94.95,101.40,92.00,97.25,97.90,97.25,116.00,741.13,56.73,884500.00,-45500.00,1276.35
RELIANCE,21-Mar-2025,27-Mar-2025,CE,1440.00,0.25,0.30,0.20,0.25,0.25,0.25,1183.00,8519.17,1.57,3012000.00,-34500.00,1276.35
RELIANCE,21-Mar-2025,27-Mar-2025,CE,1190.00,83.00,91.00,82.00,87.85,87.55,87.85,73.00,466.66,32.31,442000.00,-19500.00,1276.35
RELIANCE,21-Mar-2025,27-Mar-2025,CE,1310.00,2.60,3.00,1.90,2.25,2.15,2.25,10020.00,65754.99,123.99,1552000.00,10500.00,1276.35
RELIANCE,21-Mar-2025,27-Mar-2025,CE,1050.00,-,-,-,216.25,-,227.45,-,-,-,-,-,1276.35
RELIANCE,21-Mar-2025,27-Mar-2025,CE,1060.00,-,-,-,180.00,180.00,217.50,-,-,-,1000.00,-,1276.35
RELIANCE,21-Mar-2025,27-Mar-2025,CE,1200.00,74.55,82.00,71.90,77.55,78.00,77.55,2311.00,14761.55,895.55,1670000.00,-582000.00,1276.35
RELIANCE,21-Mar-2025,27-Mar-2025,CE,1320.00,1.60,2.00,1.20,1.40,1.35,1.40,8422.00,55653.36,68.16,1953000.00,353500.00,1276.35
RELIANCE,21-Mar-2025,27-Mar-2025,CE,1460.00,0.25,0.30,0.20,0.20,0.20,0.20,235.00,1715.78,0.28,96500.00,-32500.00,1276.35
RELIANCE,21-Mar-2025,27-Mar-2025,CE,1070.00,-,-,-,197.35,-,207.50,-,-,-,-,-,1276.35
RELIANCE,21-Mar-2025,27-Mar-2025,CE,1480.00,0.10,0.20,0.05,0.15,0.15,0.15,646.00,4780.87,0.47,565000.00,-131500.00,1276.35
RELIANCE,21-Mar-2025,27-Mar-2025,CE,1080.00,198.00,202.80,198.00,202.80,202.80,197.50,3.00,19.19,2.99,62500.00,-1000.00,1276.35
RELIANCE,21-Mar-2025,27-Mar-2025,CE,1210.00,62.65,71.00,62.00,66.25,66.80,66.25,135.00,862.26,45.51,878000.00,-18000.00,1276.35
RELIANCE,21-Mar-2025,27-Mar-2025,CE,1330.00,1.20,1.35,0.90,1.00,0.90,1.00,4778.00,31800.28,26.58,1205500.00,120000.00,1276.35
RELIANCE,21-Mar-2025,27-Mar-2025,CE,1520.00,0.10,0.10,0.05,0.10,0.10,0.10,91.00,691.64,0.04,470000.00,-17000.00,1276.35
RELIANCE,21-Mar-2025,27-Mar-2025,CE,1090.00,190.45,190.75,186.75,190.75,190.75,187.50,8.00,51.16,7.56,49000.00,-1500.00,1276.35
RELIANCE,21-Mar-2025,27-Mar-2025,CE,1220.00,53.75,61.85,52.40,57.60,57.60,57.60,2176.00,13899.93,626.33,1491000.00,-447000.00,1276.35
RELIANCE,21-Mar-2025,27-Mar-2025,CE,1340.00,0.80,1.00,0.65,0.75,0.70,0.75,3194.00,21413.25,13.45,1042500.00,-41000.00,1276.35
RELIANCE,21-Mar-2025,27-Mar-2025,CE,1100.00,171.00,181.00,171.00,175.35,175.00,175.35,115.00,734.34,101.84,222500.00,-30500.00,1276.35
RELIANCE,21-Mar-2025,27-Mar-2025,CE,1230.00,44.60,52.40,42.60,47.90,48.40,47.90,927.00,5924.04,222.99,1137500.00,-122000.00,1276.35
RELIANCE,21-Mar-2025,27-Mar-2025,CE,1350.00,0.70,0.85,0.50,0.55,0.55,0.55,4032.00,27229.23,13.23,1289500.00,-274000.00,1276.35
RELIANCE,21-Mar-2025,27-Mar-2025,CE,1110.00,-,-,-,141.30,141.30,167.55,-,-,-,62500.00,-,1276.35
RELIANCE,21-Mar-2025,27-Mar-2025,CE,1120.00,-,-,-,152.00,152.00,157.55,-,-,-,110000.00,-,1276.35
RELIANCE,21-Mar-2025,27-Mar-2025,CE,1240.00,35.35,42.50,33.30,38.40,38.45,38.40,2062.00,13180.31,395.91,1123000.00,-237500.00,1276.35
RELIANCE,21-Mar-2025,27-Mar-2025,CE,1360.00,0.55,0.60,0.40,0.45,0.45,0.45,752.00,5115.50,1.90,479000.00,-40500.00,1276.35
RELIANCE,21-Mar-2025,27-Mar-2025,CE,1130.00,-,-,-,141.00,141.00,147.55,-,-,-,197000.00,-,1276.35
RELIANCE,21-Mar-2025,27-Mar-2025,CE,1250.00,25.20,33.60,25.10,29.15,28.80,29.15,9587.00,61350.40,1431.65,2043500.00,-1905000.00,1276.35
RELIANCE,21-Mar-2025,27-Mar-2025,CE,1370.00,0.50,0.55,0.40,0.45,0.45,0.45,391.00,2679.23,0.88,405000.00,-11000.00,1276.35
RELIANCE,21-Mar-2025,27-Mar-2025,CE,1260.00,18.85,24.55,17.45,20.55,20.30,20.55,12018.00,76994.75,1281.35,2496000.00,-1082500.00,1276.35
RELIANCE,21-Mar-2025,27-Mar-2025,CE,1380.00,0.40,0.45,0.35,0.40,0.40,0.40,211.00,1456.33,0.43,199000.00,-21000.00,1276.35
RELIANCE,21-Mar-2025,27-Mar-2025,CE,1140.00,-,-,-,128.00,128.00,137.55,-,-,-,259000.00,-,1276.35
RELIANCE,21-Mar-2025,27-Mar-2025,CE,1390.00,0.30,0.45,0.30,0.35,0.35,0.35,299.00,2078.59,0.54,128000.00,-82000.00,1276.35
RELIANCE,21-Mar-2025,27-Mar-2025,CE,1150.00,124.00,131.00,124.00,127.35,127.50,127.35,57.00,364.45,36.70,223000.00,-17000.00,1276.35
RELIANCE,21-Mar-2025,27-Mar-2025,CE,1270.00,12.45,16.90,11.25,13.40,13.15,13.40,18809.00,120786.65,1349.50,4828000.00,-589000.00,1276.35
RELIANCE,21-Mar-2025,27-Mar-2025,CE,1400.00,0.30,0.40,0.20,0.30,0.30,0.30,3270.00,22895.11,5.11,1730500.00,-369000.00,1276.35
RELIANCE,21-Mar-2025,24-Apr-2025,CE,1240.00,58.75,64.70,57.00,61.45,61.50,61.45,469.00,3050.97,143.17,418500.00,10000.00,1276.35
RELIANCE,21-Mar-2025,24-Apr-2025,CE,1380.00,4.65,5.80,4.50,5.00,5.10,5.00,1521.00,10534.00,39.10,666500.00,282000.00,1276.35
RELIANCE,21-Mar-2025,24-Apr-2025,CE,1070.00,-,-,-,153.80,-,212.90,-,-,-,-,-,1276.35
RELIANCE,21-Mar-2025,24-Apr-2025,CE,1110.00,-,-,-,119.80,-,173.45,-,-,-,-,-,1276.35
RELIANCE,21-Mar-2025,24-Apr-2025,CE,1250.00,52.45,57.15,49.90,53.90,53.85,53.90,1038.00,6768.32,280.82,696000.00,15000.00,1276.35
RELIANCE,21-Mar-2025,24-Apr-2025,CE,1390.00,3.55,4.45,3.55,4.05,4.15,4.05,136.00,948.05,2.85,60000.00,60000.00,1276.35
RELIANCE,21-Mar-2025,24-Apr-2025,CE,1080.00,-,-,-,197.25,-,203.00,-,-,-,-,-,1276.35
