Symbol  ,Date  ,Expiry  ,Option type  ,Strike Price  ,Open  ,High  ,Low  ,Close  ,LTP  ,Settle Price  ,No. of contracts  ,Turnover * in  ₹ Lakhs,Premium Turnover ** in   ₹ Lakhs,Open Int  ,Change in OI  ,Underlying Value  
RELIANCE,02-Jan-2025,27-Mar-2025,CE,1280.00,-,-,-,46.15,-,44.50,-,-,-,-,-,1241.80
RELIANCE,02-Jan-2025,27-Mar-2025,CE,1400.00,10.50,13.80,10.50,12.75,12.00,12.75,23.00,162.43,1.43,48500.00,6000.00,1241.80
RELIANCE,02-Jan-2025,27-Mar-2025,CE,1000.00,-,-,-,237.65,-,257.85,-,-,-,-,-,1241.80
RELIANCE,02-Jan-2025,27-Mar-2025,CE,1180.00,-,-,-,94.95,-,100.75,-,-,-,-,-,1241.80
RELIANCE,02-Jan-2025,27-Mar-2025,CE,1040.00,-,-,-,201.40,-,219.50,-,-,-,-,-,1241.80
RELIANCE,02-Jan-2025,27-Mar-2025,CE,1300.00,34.05,37.80,32.15,37.35,37.35,37.35,57.00,380.48,9.98,49500.00,9000.00,1241.80
RELIANCE,02-Jan-2025,27-Mar-2025,CE,1440.00,10.60,10.60,10.60,10.60,10.60,7.25,1.00,7.25,0.05,2500.00,500.00,1241.80
RELIANCE,02-Jan-2025,27-Mar-2025,CE,1200.00,89.75,90.00,88.00,89.50,89.00,89.50,8.00,51.56,3.56,13000.00,2500.00,1241.80
RELIANCE,02-Jan-2025,27-Mar-2025,CE,1320.00,-,-,-,33.05,-,30.00,-,-,-,-,-,1241.80
RELIANCE,02-Jan-2025,27-Mar-2025,CE,1080.00,-,-,-,167.25,-,182.45,-,-,-,-,-,1241.80
RELIANCE,02-Jan-2025,27-Mar-2025,CE,1340.00,-,-,-,23.00,23.00,24.25,-,-,-,1000.00,-,1241.80
RELIANCE,02-Jan-2025,27-Mar-2025,CE,1100.00,-,-,-,151.15,-,164.60,-,-,-,-,-,1241.80
