Symbol  ,Date  ,Expiry  ,Option type  ,Strike Price  ,Open  ,High  ,Low  ,Close  ,LTP  ,Settle Price  ,No. of contracts  ,Turnover * in  ₹ Lakhs,Premium Turnover ** in   ₹ Lakhs,Open Int  ,Change in OI  ,Underlying Value  
RELIANCE,01-Jan-2025,27-Feb-2025,CE,1150.00,-,-,-,101.35,-,95.65,-,-,-,-,-,1221.25
RELIANCE,01-Jan-2025,27-Feb-2025,CE,1290.00,-,-,-,30.00,-,21.55,-,-,-,-,-,1221.25
RELIANCE,01-Jan-2025,27-Feb-2025,CE,1440.00,3.00,3.00,3.00,3.00,3.00,1.85,1.00,7.22,0.02,3500.00,500.00,1221.25
RELIANCE,01-Jan-2025,27-Feb-2025,CE,1160.00,-,-,-,95.80,95.80,88.10,-,-,-,1500.00,-,1221.25
RELIANCE,01-Jan-2025,27-Feb-2025,CE,1300.00,16.65,18.35,16.00,17.60,17.85,17.60,366.00,2410.49,31.49,851000.00,14500.00,1221.25
RELIANCE,01-Jan-2025,27-Feb-2025,CE,1480.00,-,-,-,2.45,2.45,0.85,-,-,-,3000.00,-,1221.25
RELIANCE,01-Jan-2025,27-Feb-2025,CE,1170.00,-,-,-,87.65,-,80.90,-,-,-,-,-,1221.25
RELIANCE,01-Jan-2025,27-Feb-2025,CE,1310.00,-,-,-,24.25,-,16.35,-,-,-,-,-,1221.25
RELIANCE,01-Jan-2025,27-Feb-2025,CE,1180.00,-,-,-,117.00,117.00,74.00,-,-,-,1000.00,-,1221.25
RELIANCE,01-Jan-2025,27-Feb-2025,CE,1320.00,12.75,13.20,11.85,13.10,13.20,13.10,36.00,239.85,2.25,48500.00,9000.00,1221.25
RELIANCE,01-Jan-2025,27-Feb-2025,CE,1520.00,2.10,2.10,1.60,1.65,1.60,1.65,53.00,403.26,0.46,105000.00,21500.00,1221.25
RELIANCE,01-Jan-2025,27-Mar-2025,CE,1160.00,-,-,-,107.60,-,99.80,-,-,-,-,-,1221.25
RELIANCE,01-Jan-2025,27-Mar-2025,CE,1280.00,-,-,-,46.15,-,35.90,-,-,-,-,-,1221.25
RELIANCE,01-Jan-2025,27-Mar-2025,CE,1400.00,10.15,11.00,10.15,10.80,10.80,10.80,22.00,155.17,1.17,42500.00,4000.00,1221.25
RELIANCE,01-Jan-2025,27-Mar-2025,CE,1000.00,-,-,-,237.65,-,237.80,-,-,-,-,-,1221.25
RELIANCE,01-Jan-2025,27-Mar-2025,CE,1180.00,-,-,-,94.95,-,86.20,-,-,-,-,-,1221.25
RELIANCE,01-Jan-2025,27-Mar-2025,CE,1040.00,-,-,-,201.40,-,199.95,-,-,-,-,-,1221.25
RELIANCE,01-Jan-2025,27-Mar-2025,CE,1300.00,30.00,31.00,28.20,31.00,31.00,31.00,18.00,119.69,2.69,40500.00,3500.00,1221.25
RELIANCE,01-Jan-2025,27-Mar-2025,CE,1440.00,9.00,9.00,7.60,7.60,7.60,7.60,2.00,14.48,0.08,2000.00,500.00,1221.25
RELIANCE,01-Jan-2025,27-Mar-2025,CE,1200.00,73.80,76.55,73.00,76.00,76.00,73.80,7.00,44.61,2.61,10500.00,1500.00,1221.25
RELIANCE,01-Jan-2025,27-Mar-2025,CE,1320.00,-,-,-,33.05,-,23.55,-,-,-,-,-,1221.25
RELIANCE,01-Jan-2025,27-Mar-2025,CE,1080.00,-,-,-,167.25,-,163.75,-,-,-,-,-,1221.25
RELIANCE,01-Jan-2025,27-Mar-2025,CE,1340.00,-,-,-,23.00,23.00,18.80,-,-,-,1000.00,-,1221.25
RELIANCE,01-Jan-2025,27-Mar-2025,CE,1100.00,-,-,-,151.15,-,146.50,-,-,-,-,-,1221.25
RELIANCE,01-Jan-2025,27-Mar-2025,CE,1220.00,-,-,-,72.50,-,62.55,-,-,-,-,-,1221.25
RELIANCE,01-Jan-2025,27-Mar-2025,CE,1240.00,-,-,-,62.75,-,52.50,-,-,-,-,-,1221.25
RELIANCE,01-Jan-2025,27-Mar-2025,CE,1360.00,-,-,-,23.20,-,14.90,-,-,-,-,-,1221.25
RELIANCE,01-Jan-2025,27-Mar-2025,CE,1120.00,-,-,-,135.80,-,130.00,-,-,-,-,-,1221.25
RELIANCE,01-Jan-2025,27-Mar-2025,CE,1140.00,-,-,-,121.30,-,114.40,-,-,-,-,-,1221.25
RELIANCE,01-Jan-2025,27-Mar-2025,CE,1260.00,-,-,-,53.95,-,43.65,-,-,-,-,-,1221.25
