Symbol  ,Date  ,Expiry  ,Option type  ,Strike Price  ,Open  ,High  ,Low  ,Close  ,LTP  ,Settle Price  ,No. of contracts  ,Turnover * in  ₹ Lakhs,Premium Turnover ** in   ₹ Lakhs,Open Int  ,Change in OI  ,Underlying Value  
RELIANCE,08-Jan-2025,27-Mar-2025,CE,1120.00,-,-,-,135.80,-,166.95,-,-,-,-,-,1265.50
RELIANCE,08-Jan-2025,27-Mar-2025,CE,1140.00,-,-,-,121.30,-,149.60,-,-,-,-,-,1265.50
RELIANCE,08-Jan-2025,27-Mar-2025,CE,1260.00,58.00,64.55,54.95,63.00,63.00,63.00,43.00,284.02,13.12,15500.00,-3000.00,1265.50
RELIANCE,08-Jan-2025,27-Mar-2025,CE,1380.00,-,-,-,19.20,-,19.60,-,-,-,-,-,1265.50
RELIANCE,08-Jan-2025,30-Jan-2025,CE,1000.00,-,-,-,225.00,225.00,269.55,-,-,-,4500.00,-,1265.50
RELIANCE,08-Jan-2025,27-Mar-2025,CE,1340.00,28.40,28.40,28.40,28.40,28.40,30.35,1.00,6.84,0.14,1500.00,500.00,1265.50
RELIANCE,08-Jan-2025,30-Jan-2025,CE,1280.00,12.25,23.25,11.95,19.95,19.45,19.95,26440.00,171826.66,2610.66,2395500.00,-50500.00,1265.50
RELIANCE,08-Jan-2025,30-Jan-2025,CE,1290.00,9.95,18.95,9.30,16.20,15.75,16.20,10771.00,70331.58,858.63,1208000.00,67000.00,1265.50
RELIANCE,08-Jan-2025,30-Jan-2025,CE,1500.00,0.30,0.40,0.25,0.40,0.40,0.40,1462.00,10967.60,2.60,2960000.00,-63500.00,1265.50
RELIANCE,08-Jan-2025,30-Jan-2025,CE,1520.00,0.35,0.40,0.25,0.35,0.30,0.35,205.00,1558.34,0.34,743000.00,2000.00,1265.50
RELIANCE,08-Jan-2025,30-Jan-2025,CE,1100.00,148.50,173.20,148.50,167.05,167.00,167.05,61.00,386.62,51.12,120000.00,-4500.00,1265.50
RELIANCE,08-Jan-2025,30-Jan-2025,CE,1300.00,7.95,15.45,7.45,13.00,12.80,13.00,49730.00,326384.01,3139.01,10699000.00,-306500.00,1265.50
RELIANCE,08-Jan-2025,30-Jan-2025,CE,1110.00,166.00,166.00,166.00,166.00,166.00,160.15,1.00,6.38,0.83,1000.00,-,1265.50
RELIANCE,08-Jan-2025,30-Jan-2025,CE,1120.00,155.75,155.85,155.75,155.85,155.85,150.30,2.00,12.76,1.56,1000.00,-,1265.50
RELIANCE,08-Jan-2025,30-Jan-2025,CE,1310.00,5.85,12.20,5.50,10.15,10.05,10.15,8613.00,56840.67,425.52,852500.00,-57000.00,1265.50
RELIANCE,08-Jan-2025,30-Jan-2025,CE,1320.00,4.30,9.65,4.05,7.90,7.85,7.90,13531.00,89832.27,527.67,2008500.00,144500.00,1265.50
RELIANCE,08-Jan-2025,30-Jan-2025,CE,1130.00,146.90,146.90,141.95,141.95,141.95,140.50,3.00,19.13,2.18,500.00,-500.00,1265.50
RELIANCE,08-Jan-2025,30-Jan-2025,CE,1140.00,137.05,137.05,135.00,135.00,135.00,130.75,2.00,12.76,1.36,7000.00,-,1265.50
RELIANCE,08-Jan-2025,30-Jan-2025,CE,1330.00,3.45,7.60,3.45,6.15,6.15,6.15,9336.00,62366.10,281.70,1479500.00,255000.00,1265.50
RELIANCE,08-Jan-2025,30-Jan-2025,CE,1340.00,2.90,6.00,2.80,4.80,4.75,4.80,7229.00,48605.67,171.37,1438500.00,109500.00,1265.50
RELIANCE,08-Jan-2025,30-Jan-2025,CE,1150.00,105.80,124.00,105.80,120.10,119.05,120.10,151.00,955.76,87.51,183000.00,-33500.00,1265.50
RELIANCE,08-Jan-2025,30-Jan-2025,CE,1160.00,101.95,113.80,101.10,113.80,113.80,111.60,30.00,189.68,15.68,92000.00,-10500.00,1265.50
RELIANCE,08-Jan-2025,30-Jan-2025,CE,1350.00,2.50,4.80,2.30,3.85,3.80,3.85,12505.00,84646.72,237.97,2926000.00,-545000.00,1265.50
RELIANCE,08-Jan-2025,30-Jan-2025,CE,1170.00,86.00,104.85,86.00,100.00,100.00,100.00,23.00,145.83,11.28,43500.00,-1500.00,1265.50
RELIANCE,08-Jan-2025,30-Jan-2025,CE,1360.00,1.90,3.85,1.90,3.10,3.05,3.10,3586.00,24438.36,53.56,826000.00,-31500.00,1265.50
RELIANCE,08-Jan-2025,30-Jan-2025,CE,1370.00,1.60,3.10,1.55,2.45,2.50,2.45,2725.00,18698.45,32.20,445000.00,26000.00,1265.50
RELIANCE,08-Jan-2025,30-Jan-2025,CE,1180.00,77.05,96.30,77.05,91.00,91.00,91.00,54.00,342.53,23.93,126500.00,10500.00,1265.50
RELIANCE,08-Jan-2025,30-Jan-2025,CE,1190.00,72.90,87.10,72.25,83.05,83.05,83.05,85.00,539.02,33.27,53500.00,-9500.00,1265.50
RELIANCE,08-Jan-2025,30-Jan-2025,CE,1380.00,1.30,2.50,1.30,2.05,2.05,2.05,2506.00,17315.77,24.37,475500.00,48500.00,1265.50
RELIANCE,08-Jan-2025,30-Jan-2025,CE,1390.00,1.40,2.10,1.25,1.75,1.70,1.75,1568.00,10910.73,13.13,196000.00,12500.00,1265.50
RELIANCE,08-Jan-2025,30-Jan-2025,CE,1200.00,59.80,79.15,59.35,74.50,73.45,74.50,2897.00,18428.51,1046.51,1671000.00,-53500.00,1265.50
RELIANCE,08-Jan-2025,30-Jan-2025,CE,1210.00,50.65,70.00,50.65,64.70,64.30,64.70,864.00,5498.09,270.89,3165000.00,-51500.00,1265.50
RELIANCE,08-Jan-2025,30-Jan-2025,CE,1400.00,1.25,1.80,1.05,1.55,1.50,1.55,7286.00,51055.38,53.38,5904500.00,77500.00,1265.50
RELIANCE,08-Jan-2025,30-Jan-2025,CE,1220.00,42.95,62.00,42.90,57.10,56.25,57.10,2398.00,15275.05,647.25,1863500.00,-127000.00,1265.50
RELIANCE,08-Jan-2025,30-Jan-2025,CE,1410.00,1.00,1.50,0.95,1.35,1.35,1.35,680.00,4798.14,4.14,269500.00,27500.00,1265.50
RELIANCE,08-Jan-2025,30-Jan-2025,CE,1420.00,0.85,1.25,0.75,1.15,1.05,1.15,767.00,5449.67,3.97,415500.00,6000.00,1265.50
RELIANCE,08-Jan-2025,30-Jan-2025,CE,1230.00,35.50,54.35,35.50,49.35,48.40,49.35,3587.00,22913.24,853.19,2573000.00,-448000.00,1265.50
RELIANCE,08-Jan-2025,30-Jan-2025,CE,1240.00,30.05,46.65,29.25,42.15,41.00,42.15,11503.00,73609.38,2290.78,4928000.00,-658000.00,1265.50
RELIANCE,08-Jan-2025,30-Jan-2025,CE,1430.00,0.80,1.10,0.75,0.95,0.90,0.95,591.00,4228.43,2.78,121500.00,18500.00,1265.50
RELIANCE,08-Jan-2025,30-Jan-2025,CE,1440.00,0.65,0.85,0.60,0.80,0.80,0.80,510.00,3673.89,1.89,431500.00,63000.00,1265.50
RELIANCE,08-Jan-2025,30-Jan-2025,CE,1250.00,24.20,39.90,23.80,35.55,34.60,35.55,24061.00,154423.91,4042.66,4642500.00,-1353000.00,1265.50
RELIANCE,08-Jan-2025,30-Jan-2025,CE,1260.00,19.50,33.85,19.00,29.75,28.90,29.75,39641.00,255452.08,5713.78,4005000.00,-716500.00,1265.50
RELIANCE,08-Jan-2025,30-Jan-2025,CE,1460.00,0.55,0.70,0.50,0.60,0.65,0.60,229.00,1672.39,0.69,329500.00,10500.00,1265.50
RELIANCE,08-Jan-2025,30-Jan-2025,CE,1480.00,0.40,0.55,0.40,0.55,0.55,0.55,99.00,732.85,0.25,131000.00,9500.00,1265.50
RELIANCE,08-Jan-2025,30-Jan-2025,CE,1270.00,16.20,28.30,15.45,24.65,23.85,24.65,31033.00,200883.18,3823.63,2686500.00,507000.00,1265.50
RELIANCE,08-Jan-2025,30-Jan-2025,CE,1080.00,-,-,-,274.00,-,189.90,-,-,-,-,-,1265.50
RELIANCE,08-Jan-2025,30-Jan-2025,CE,1090.00,-,-,-,198.10,-,180.00,-,-,-,-,-,1265.50
RELIANCE,08-Jan-2025,30-Jan-2025,CE,1020.00,242.00,242.00,242.00,242.00,242.00,249.65,1.00,6.31,1.21,-,-500.00,1265.50
RELIANCE,08-Jan-2025,30-Jan-2025,CE,1040.00,-,-,-,181.00,182.90,229.70,-,-,-,500.00,-,1265.50
RELIANCE,08-Jan-2025,30-Jan-2025,CE,1060.00,200.00,210.00,200.00,210.00,210.00,209.80,2.00,12.65,2.05,1000.00,1000.00,1265.50
RELIANCE,08-Jan-2025,27-Feb-2025,CE,1190.00,-,-,-,67.90,67.90,97.60,-,-,-,1000.00,-,1265.50
RELIANCE,08-Jan-2025,27-Feb-2025,CE,1330.00,15.75,20.30,15.75,20.30,20.30,21.65,120.00,809.14,11.14,51500.00,50000.00,1265.50
RELIANCE,08-Jan-2025,27-Feb-2025,CE,1020.00,-,-,-,238.50,238.50,255.00,-,-,-,500.00,-,1265.50
RELIANCE,08-Jan-2025,27-Feb-2025,CE,1200.00,79.90,93.10,78.35,89.65,89.25,89.65,151.00,970.66,64.66,116500.00,-8000.00,1265.50
RELIANCE,08-Jan-2025,27-Feb-2025,CE,1340.00,12.60,17.55,12.60,16.80,16.75,16.80,128.00,867.64,10.04,86500.00,-,1265.50
RELIANCE,08-Jan-2025,27-Feb-2025,CE,1040.00,-,-,-,252.60,-,235.30,-,-,-,-,-,1265.50
RELIANCE,08-Jan-2025,27-Feb-2025,CE,1210.00,79.20,79.20,77.05,77.05,77.05,82.50,3.00,19.32,1.17,2000.00,-500.00,1265.50
RELIANCE,08-Jan-2025,27-Feb-2025,CE,1350.00,10.45,15.00,10.45,14.15,13.85,14.15,297.00,2024.66,19.91,93500.00,69500.00,1265.50
RELIANCE,08-Jan-2025,27-Feb-2025,CE,1060.00,-,-,-,234.25,-,215.65,-,-,-,-,-,1265.50
RELIANCE,08-Jan-2025,27-Feb-2025,CE,1220.00,68.25,78.00,66.85,75.00,75.00,75.45,19.00,122.88,6.98,61000.00,1000.00,1265.50
RELIANCE,08-Jan-2025,27-Feb-2025,CE,1360.00,9.40,12.90,9.40,12.25,12.25,12.25,259.00,1776.43,15.23,142000.00,-4500.00,1265.50
RELIANCE,08-Jan-2025,27-Feb-2025,CE,1370.00,-,-,-,12.10,-,12.10,-,-,-,-,-,1265.50
RELIANCE,08-Jan-2025,27-Feb-2025,CE,1080.00,-,-,-,216.25,-,196.20,-,-,-,-,-,1265.50
RELIANCE,08-Jan-2025,27-Feb-2025,CE,1230.00,59.15,69.00,58.10,69.00,69.00,68.75,20.00,129.26,6.26,12500.00,-2000.00,1265.50
RELIANCE,08-Jan-2025,27-Feb-2025,CE,1090.00,-,-,-,148.30,-,186.60,-,-,-,-,-,1265.50
RELIANCE,08-Jan-2025,27-Feb-2025,CE,1100.00,-,-,-,135.00,135.00,177.00,-,-,-,1000.00,-,1265.50
RELIANCE,08-Jan-2025,27-Feb-2025,CE,1240.00,51.00,64.70,51.00,61.60,60.80,61.60,211.00,1370.71,62.51,77500.00,-11000.00,1265.50
RELIANCE,08-Jan-2025,27-Feb-2025,CE,1380.00,7.50,9.70,7.50,9.10,9.25,9.10,119.00,826.50,5.40,55500.00,38000.00,1265.50
RELIANCE,08-Jan-2025,27-Feb-2025,CE,1250.00,42.85,57.50,42.85,54.45,53.65,54.45,443.00,2884.47,115.72,124500.00,-14000.00,1265.50
RELIANCE,08-Jan-2025,27-Feb-2025,CE,1110.00,-,-,-,131.75,-,167.55,-,-,-,-,-,1265.50
RELIANCE,07-Jan-2025,27-Feb-2025,CE,1120.00,-,-,-,170.00,170.00,135.50,-,-,-,500.00,-,1240.85
RELIANCE,07-Jan-2025,27-Feb-2025,CE,1260.00,29.60,36.00,29.60,35.60,35.80,35.60,96.00,621.19,16.39,147000.00,4000.00,1240.85
RELIANCE,07-Jan-2025,27-Feb-2025,CE,1400.00,4.60,5.35,4.55,5.10,5.35,5.10,903.00,6343.34,22.34,1172500.00,56500.00,1240.85
RELIANCE,07-Jan-2025,27-Feb-2025,CE,1130.00,-,-,-,116.05,-,126.65,-,-,-,-,-,1240.85
RELIANCE,07-Jan-2025,27-Feb-2025,CE,1270.00,31.00,32.00,31.00,31.55,31.55,33.65,8.00,52.07,1.27,8000.00,-2500.00,1240.85
RELIANCE,07-Jan-2025,27-Feb-2025,CE,1140.00,-,-,-,165.40,-,118.00,-,-,-,-,-,1240.85
RELIANCE,07-Jan-2025,27-Feb-2025,CE,1280.00,22.60,27.60,22.60,26.75,26.80,26.75,69.00,450.61,9.01,86500.00,-,1240.85
RELIANCE,07-Jan-2025,27-Feb-2025,CE,1420.00,3.70,4.40,3.55,3.75,3.75,3.25,25.00,177.98,0.48,29000.00,6500.00,1240.85
RELIANCE,07-Jan-2025,27-Feb-2025,CE,1150.00,-,-,-,101.35,-,109.60,-,-,-,-,-,1240.85
RELIANCE,07-Jan-2025,27-Feb-2025,CE,1440.00,2.65,3.95,2.65,3.15,3.15,3.15,9.00,64.95,0.15,27000.00,2000.00,1240.85
RELIANCE,07-Jan-2025,27-Feb-2025,CE,1290.00,18.85,23.45,18.85,23.45,23.45,26.10,14.00,91.79,1.49,19500.00,3500.00,1240.85
RELIANCE,07-Jan-2025,27-Feb-2025,CE,1160.00,-,-,-,95.80,95.80,101.45,-,-,-,1500.00,-,1240.85
RELIANCE,07-Jan-2025,27-Feb-2025,CE,1300.00,16.80,20.95,16.50,20.15,20.10,20.15,865.00,5706.76,84.26,1104000.00,-39000.00,1240.85
RELIANCE,07-Jan-2025,27-Feb-2025,CE,1460.00,2.55,2.55,2.10,2.50,2.50,1.50,4.00,29.25,0.05,2500.00,500.00,1240.85
RELIANCE,07-Jan-2025,27-Feb-2025,CE,1480.00,-,-,-,2.05,2.05,1.00,-,-,-,14500.00,-,1240.85
RELIANCE,07-Jan-2025,27-Feb-2025,CE,1170.00,-,-,-,87.65,-,93.60,-,-,-,-,-,1240.85
RELIANCE,07-Jan-2025,27-Feb-2025,CE,1310.00,17.25,17.25,16.25,17.20,17.20,19.90,6.00,39.81,0.51,15000.00,2000.00,1240.85
RELIANCE,07-Jan-2025,27-Feb-2025,CE,1180.00,-,-,-,117.00,117.00,86.00,-,-,-,1000.00,-,1240.85
RELIANCE,07-Jan-2025,27-Feb-2025,CE,1320.00,12.75,15.25,12.60,14.75,15.00,14.75,63.00,420.34,4.54,70000.00,3000.00,1240.85
RELIANCE,07-Jan-2025,27-Feb-2025,CE,1520.00,1.30,1.55,1.30,1.55,1.55,1.55,9.00,68.47,0.07,157000.00,1500.00,1240.85
RELIANCE,07-Jan-2025,27-Mar-2025,CE,1160.00,-,-,-,107.60,-,112.95,-,-,-,-,-,1240.85
RELIANCE,07-Jan-2025,27-Mar-2025,CE,1280.00,-,-,-,46.15,-,42.35,-,-,-,-,-,1240.85
RELIANCE,07-Jan-2025,27-Mar-2025,CE,1400.00,10.60,10.95,10.00,10.40,10.65,10.40,39.00,275.04,2.04,64500.00,4500.00,1240.85
RELIANCE,07-Jan-2025,27-Mar-2025,CE,1000.00,-,-,-,237.65,-,255.90,-,-,-,-,-,1240.85
RELIANCE,07-Jan-2025,27-Mar-2025,CE,1180.00,-,-,-,94.95,-,98.30,-,-,-,-,-,1240.85
RELIANCE,07-Jan-2025,27-Mar-2025,CE,1040.00,-,-,-,201.40,-,217.45,-,-,-,-,-,1240.85
RELIANCE,07-Jan-2025,27-Mar-2025,CE,1300.00,28.85,33.55,28.85,32.30,32.20,32.30,66.00,439.57,10.57,94500.00,19000.00,1240.85
RELIANCE,07-Jan-2025,27-Mar-2025,CE,1440.00,11.45,14.00,11.45,14.00,14.00,6.45,10.00,72.63,0.63,11000.00,5000.00,1240.85
RELIANCE,07-Jan-2025,27-Mar-2025,CE,1200.00,78.00,85.50,78.00,85.50,85.50,84.75,9.00,57.68,3.68,18500.00,-1500.00,1240.85
RELIANCE,07-Jan-2025,27-Mar-2025,CE,1320.00,-,-,-,33.05,-,28.15,-,-,-,-,-,1240.85
RELIANCE,07-Jan-2025,27-Mar-2025,CE,1080.00,-,-,-,167.25,-,180.25,-,-,-,-,-,1240.85
RELIANCE,07-Jan-2025,27-Mar-2025,CE,1340.00,-,-,-,23.00,23.00,22.60,-,-,-,1000.00,-,1240.85
RELIANCE,07-Jan-2025,27-Mar-2025,CE,1100.00,-,-,-,151.15,-,162.35,-,-,-,-,-,1240.85
RELIANCE,07-Jan-2025,27-Mar-2025,CE,1220.00,-,-,-,72.50,-,72.35,-,-,-,-,-,1240.85
RELIANCE,07-Jan-2025,27-Mar-2025,CE,1240.00,-,-,-,62.75,-,61.15,-,-,-,-,-,1240.85
RELIANCE,07-Jan-2025,27-Mar-2025,CE,1360.00,-,-,-,23.20,-,17.95,-,-,-,-,-,1240.85
RELIANCE,07-Jan-2025,27-Mar-2025,CE,1120.00,-,-,-,135.80,-,145.05,-,-,-,-,-,1240.85
RELIANCE,07-Jan-2025,27-Mar-2025,CE,1140.00,-,-,-,121.30,-,128.55,-,-,-,-,-,1240.85
RELIANCE,07-Jan-2025,27-Mar-2025,CE,1260.00,44.00,50.00,44.00,49.90,49.90,51.15,28.00,183.10,6.70,18500.00,11000.00,1240.85
RELIANCE,07-Jan-2025,27-Mar-2025,CE,1380.00,-,-,-,19.20,-,14.10,-,-,-,-,-,1240.85
RELIANCE,07-Jan-2025,30-Jan-2025,CE,1000.00,-,-,-,225.00,225.00,245.10,-,-,-,4500.00,-,1240.85
RELIANCE,07-Jan-2025,30-Jan-2025,CE,1280.00,8.00,12.05,7.85,11.20,11.15,11.20,6626.00,42750.32,343.92,2446000.00,38000.00,1240.85
RELIANCE,07-Jan-2025,30-Jan-2025,CE,1290.00,6.70,9.45,6.25,8.75,8.65,8.75,3006.00,19512.73,124.03,1141000.00,-48000.00,1240.85
RELIANCE,07-Jan-2025,30-Jan-2025,CE,1480.00,0.45,0.50,0.35,0.45,0.45,0.45,90.00,666.19,0.19,121500.00,5000.00,1240.85
RELIANCE,07-Jan-2025,30-Jan-2025,CE,1500.00,0.30,0.35,0.25,0.30,0.30,0.30,341.00,2558.03,0.53,3023500.00,-7000.00,1240.85
RELIANCE,07-Jan-2025,30-Jan-2025,CE,1520.00,0.35,0.35,0.30,0.35,0.35,0.35,105.00,798.18,0.18,741000.00,-6000.00,1240.85
RELIANCE,07-Jan-2025,30-Jan-2025,CE,1100.00,130.75,147.00,130.70,146.00,144.95,146.00,48.00,297.10,33.10,124500.00,17000.00,1240.85
RELIANCE,07-Jan-2025,30-Jan-2025,CE,1110.00,-,-,-,114.05,114.05,136.05,-,-,-,1000.00,-,1240.85
RELIANCE,07-Jan-2025,30-Jan-2025,CE,1300.00,5.25,7.30,5.00,6.85,6.90,6.85,15326.00,100112.57,493.57,11005500.00,-506500.00,1240.85
RELIANCE,07-Jan-2025,30-Jan-2025,CE,1310.00,4.50,5.65,4.05,5.30,5.25,5.30,2478.00,16292.37,61.47,909500.00,-45000.00,1240.85
RELIANCE,07-Jan-2025,30-Jan-2025,CE,1120.00,-,-,-,117.30,117.30,126.35,-,-,-,1000.00,-,1240.85
RELIANCE,07-Jan-2025,30-Jan-2025,CE,1130.00,-,-,-,115.05,115.05,116.75,-,-,-,1000.00,-,1240.85
RELIANCE,07-Jan-2025,30-Jan-2025,CE,1320.00,3.35,4.30,3.20,4.05,4.05,4.05,3031.00,20063.04,58.44,1864000.00,6000.00,1240.85
RELIANCE,07-Jan-2025,30-Jan-2025,CE,1140.00,-,-,-,107.50,107.50,107.30,-,-,-,7000.00,-,1240.85
RELIANCE,07-Jan-2025,30-Jan-2025,CE,1330.00,2.60,3.30,2.55,3.15,3.20,3.15,1490.00,9930.62,22.12,1224500.00,85000.00,1240.85
RELIANCE,07-Jan-2025,30-Jan-2025,CE,1340.00,2.15,2.60,2.05,2.55,2.55,2.55,1366.00,9168.50,16.30,1329000.00,44500.00,1240.85
RELIANCE,07-Jan-2025,30-Jan-2025,CE,1150.00,87.00,100.50,85.00,97.85,97.55,97.85,156.00,969.75,72.75,216500.00,-15000.00,1240.85
RELIANCE,07-Jan-2025,30-Jan-2025,CE,1160.00,83.85,91.25,82.75,88.10,88.05,88.10,17.00,106.05,7.45,102500.00,-2000.00,1240.85
RELIANCE,07-Jan-2025,30-Jan-2025,CE,1350.00,1.80,2.25,1.80,2.15,2.15,2.15,3611.00,24410.96,36.71,3471000.00,276000.00,1240.85
RELIANCE,07-Jan-2025,30-Jan-2025,CE,1170.00,67.45,81.65,67.45,79.20,79.95,79.20,86.00,535.05,31.95,45000.00,-3000.00,1240.85
RELIANCE,07-Jan-2025,30-Jan-2025,CE,1180.00,59.35,72.75,58.30,70.60,70.85,70.60,126.00,785.03,41.63,116000.00,-7000.00,1240.85
RELIANCE,07-Jan-2025,30-Jan-2025,CE,1360.00,1.50,1.75,1.45,1.70,1.70,1.70,1256.00,8550.94,10.14,857500.00,-15500.00,1240.85
RELIANCE,07-Jan-2025,30-Jan-2025,CE,1370.00,1.20,1.45,1.20,1.40,1.40,1.40,801.00,5492.20,5.35,419000.00,-3000.00,1240.85
RELIANCE,07-Jan-2025,30-Jan-2025,CE,1190.00,51.25,64.70,50.55,62.50,62.40,62.50,205.00,1278.53,58.78,63000.00,-25500.00,1240.85
RELIANCE,07-Jan-2025,30-Jan-2025,CE,1380.00,1.15,1.30,1.00,1.25,1.30,1.25,529.00,3653.10,3.00,427000.00,4500.00,1240.85
RELIANCE,07-Jan-2025,30-Jan-2025,CE,1390.00,1.05,1.15,0.95,1.10,1.15,1.10,240.00,1669.25,1.25,183500.00,12000.00,1240.85
RELIANCE,07-Jan-2025,30-Jan-2025,CE,1200.00,42.00,57.25,42.00,54.55,54.50,54.55,3018.00,18885.51,777.51,1724500.00,-61000.00,1240.85
RELIANCE,07-Jan-2025,30-Jan-2025,CE,1210.00,37.00,49.00,35.10,46.80,46.20,46.80,1323.00,8290.04,285.89,3216500.00,-44000.00,1240.85
RELIANCE,07-Jan-2025,30-Jan-2025,CE,1400.00,0.85,1.00,0.80,1.00,0.95,1.00,2432.00,17035.31,11.31,5827000.00,-45000.00,1240.85
