Date,Expiry,Strike Price,Close
21-Jan-2025,30-Jan-2025,1240.0,40.65
21-Jan-2025,30-Jan-2025,1230.0,50.00
21-Jan-2025,30-Jan-2025,1420.0,0.50
21-Jan-2025,30-Jan-2025,1410.0,0.65
21-Jan-2025,30-Jan-2025,1220.0,58.85
21-Jan-2025,30-Jan-2025,1400.0,0.65
21-Jan-2025,30-Jan-2025,1210.0,68.30
21-Jan-2025,30-Jan-2025,1200.0,78.50
21-Jan-2025,30-Jan-2025,1390.0,0.80
21-Jan-2025,30-Jan-2025,1380.0,0.90
21-Jan-2025,30-Jan-2025,1190.0,93.00
21-Jan-2025,30-Jan-2025,1180.0,96.30
21-Jan-2025,30-Jan-2025,1370.0,1.10
21-Jan-2025,30-Jan-2025,1360.0,1.40
21-Jan-2025,30-Jan-2025,1170.0,122.00
21-Jan-2025,30-Jan-2025,1350.0,1.85
21-Jan-2025,30-Jan-2025,1160.0,142.05
21-Jan-2025,30-Jan-2025,1150.0,126.65
21-Jan-2025,30-Jan-2025,1340.0,2.40
21-Jan-2025,30-Jan-2025,1330.0,3.15
21-Jan-2025,30-Jan-2025,1140.0,100.15
21-Jan-2025,30-Jan-2025,1130.0,122.50
21-Jan-2025,30-Jan-2025,1320.0,4.30
21-Jan-2025,30-Jan-2025,1310.0,5.85
21-Jan-2025,30-Jan-2025,1120.0,133.70
21-Jan-2025,30-Jan-2025,1300.0,8.10
21-Jan-2025,30-Jan-2025,1110.0,166.00
21-Jan-2025,30-Jan-2025,1100.0,176.40
22-Jan-2025,30-Jan-2025,1390.0,0.65
22-Jan-2025,30-Jan-2025,1380.0,0.60
22-Jan-2025,30-Jan-2025,1190.0,93.00
22-Jan-2025,30-Jan-2025,1180.0,91.75
22-Jan-2025,30-Jan-2025,1370.0,0.70
22-Jan-2025,30-Jan-2025,1360.0,0.90
22-Jan-2025,30-Jan-2025,1170.0,122.00
22-Jan-2025,30-Jan-2025,1350.0,1.20
22-Jan-2025,30-Jan-2025,1160.0,142.05
22-Jan-2025,30-Jan-2025,1150.0,128.70
22-Jan-2025,30-Jan-2025,1340.0,1.55
22-Jan-2025,30-Jan-2025,1330.0,2.10
22-Jan-2025,30-Jan-2025,1140.0,100.15
22-Jan-2025,30-Jan-2025,1130.0,122.50
22-Jan-2025,30-Jan-2025,1320.0,3.15
22-Jan-2025,30-Jan-2025,1310.0,4.40
22-Jan-2025,30-Jan-2025,1120.0,133.70
22-Jan-2025,30-Jan-2025,1300.0,6.40
22-Jan-2025,30-Jan-2025,1110.0,166.00
22-Jan-2025,30-Jan-2025,1100.0,176.50
22-Jan-2025,27-Mar-2025,1260.0,66.00
22-Jan-2025,27-Mar-2025,1380.0,19.20
22-Jan-2025,27-Mar-2025,1140.0,121.30
22-Jan-2025,27-Mar-2025,1120.0,135.80
22-Jan-2025,27-Mar-2025,1360.0,23.20
22-Jan-2025,27-Mar-2025,1240.0,62.75
22-Jan-2025,27-Mar-2025,1100.0,151.15
22-Jan-2025,27-Mar-2025,1340.0,29.45
22-Jan-2025,27-Mar-2025,1220.0,72.50
22-Jan-2025,27-Mar-2025,1520.0,4.45
22-Jan-2025,27-Mar-2025,1080.0,167.25
22-Jan-2025,27-Mar-2025,1200.0,105.00
22-Jan-2025,27-Mar-2025,1480.0,6.90
22-Jan-2025,27-Mar-2025,1320.0,33.05
22-Jan-2025,27-Mar-2025,1040.0,201.40
22-Jan-2025,27-Mar-2025,1440.0,9.50
22-Jan-2025,27-Mar-2025,1300.0,44.45
22-Jan-2025,27-Mar-2025,1180.0,94.95
22-Jan-2025,27-Mar-2025,1420.0,13.00
22-Jan-2025,27-Mar-2025,1000.0,237.65
22-Jan-2025,27-Mar-2025,1400.0,14.95
22-Jan-2025,27-Mar-2025,1280.0,46.15
22-Jan-2025,27-Mar-2025,1160.0,107.60
22-Jan-2025,27-Feb-2025,1520.0,1.35
22-Jan-2025,27-Feb-2025,1500.0,1.35
22-Jan-2025,27-Feb-2025,1320.0,21.20
22-Jan-2025,27-Feb-2025,1180.0,136.00
22-Jan-2025,27-Feb-2025,1480.0,2.00
22-Jan-2025,27-Feb-2025,1310.0,24.65
22-Jan-2025,27-Feb-2025,1170.0,87.65
22-Jan-2025,27-Feb-2025,1460.0,2.50
22-Jan-2025,27-Feb-2025,1300.0,29.10
22-Jan-2025,27-Feb-2025,1160.0,123.35
22-Jan-2025,27-Feb-2025,1440.0,3.25
22-Jan-2025,27-Feb-2025,1290.0,33.50
22-Jan-2025,27-Feb-2025,1430.0,5.55
22-Jan-2025,27-Feb-2025,1280.0,38.55
22-Jan-2025,27-Feb-2025,1150.0,152.00
22-Jan-2025,27-Feb-2025,1140.0,165.40
22-Jan-2025,27-Feb-2025,1420.0,4.30
22-Jan-2025,27-Feb-2025,1270.0,44.00
22-Jan-2025,27-Feb-2025,1130.0,116.05
22-Jan-2025,27-Feb-2025,1410.0,5.05
22-Jan-2025,27-Feb-2025,1120.0,170.00
22-Jan-2025,30-Jan-2025,1520.0,0.15
22-Jan-2025,30-Jan-2025,1500.0,0.20
22-Jan-2025,30-Jan-2025,1290.0,9.00
22-Jan-2025,30-Jan-2025,1280.0,12.95
22-Jan-2025,27-Feb-2025,1400.0,6.00
22-Jan-2025,27-Feb-2025,1260.0,49.95
22-Jan-2025,27-Feb-2025,1110.0,131.75
22-Jan-2025,27-Feb-2025,1390.0,6.80
22-Jan-2025,27-Feb-2025,1250.0,56.85
22-Jan-2025,27-Feb-2025,1100.0,186.75
22-Jan-2025,27-Feb-2025,1380.0,8.00
22-Jan-2025,27-Feb-2025,1240.0,64.00
22-Jan-2025,27-Feb-2025,1090.0,148.30
22-Jan-2025,27-Feb-2025,1370.0,9.20
22-Jan-2025,27-Feb-2025,1230.0,70.80
22-Jan-2025,27-Feb-2025,1080.0,216.25
22-Jan-2025,27-Feb-2025,1360.0,11.00
22-Jan-2025,27-Feb-2025,1220.0,77.00
22-Jan-2025,27-Feb-2025,1060.0,234.25
22-Jan-2025,27-Feb-2025,1350.0,12.85
22-Jan-2025,27-Feb-2025,1040.0,252.60
22-Jan-2025,27-Feb-2025,1340.0,15.25
22-Jan-2025,27-Feb-2025,1210.0,109.80
22-Jan-2025,27-Feb-2025,1200.0,94.45
22-Jan-2025,27-Feb-2025,1020.0,238.50
22-Jan-2025,27-Feb-2025,1330.0,18.00
22-Jan-2025,27-Feb-2025,1190.0,67.90
22-Jan-2025,30-Jan-2025,1060.0,183.00
22-Jan-2025,30-Jan-2025,1040.0,260.00
22-Jan-2025,30-Jan-2025,1020.0,242.00
22-Jan-2025,30-Jan-2025,1090.0,198.10
22-Jan-2025,30-Jan-2025,1080.0,274.00
22-Jan-2025,30-Jan-2025,1000.0,225.00
22-Jan-2025,30-Jan-2025,1270.0,18.10
22-Jan-2025,30-Jan-2025,1260.0,24.35
22-Jan-2025,30-Jan-2025,1480.0,0.20
22-Jan-2025,30-Jan-2025,1460.0,0.25
22-Jan-2025,30-Jan-2025,1250.0,32.70
22-Jan-2025,30-Jan-2025,1440.0,0.30
22-Jan-2025,30-Jan-2025,1430.0,0.35
22-Jan-2025,30-Jan-2025,1240.0,40.25
22-Jan-2025,30-Jan-2025,1230.0,50.35
22-Jan-2025,30-Jan-2025,1420.0,0.35
22-Jan-2025,30-Jan-2025,1410.0,0.45
22-Jan-2025,30-Jan-2025,1220.0,59.75
22-Jan-2025,30-Jan-2025,1400.0,0.50
22-Jan-2025,30-Jan-2025,1210.0,68.70
22-Jan-2025,30-Jan-2025,1200.0,78.55
23-Jan-2025,27-Feb-2025,1360.0,9.55
23-Jan-2025,27-Feb-2025,1220.0,69.90
23-Jan-2025,27-Feb-2025,1060.0,234.25
23-Jan-2025,27-Feb-2025,1350.0,11.20
23-Jan-2025,27-Feb-2025,1040.0,252.60
23-Jan-2025,27-Feb-2025,1340.0,13.20
23-Jan-2025,27-Feb-2025,1210.0,109.80
23-Jan-2025,27-Feb-2025,1200.0,85.25
23-Jan-2025,27-Feb-2025,1020.0,238.50
23-Jan-2025,27-Feb-2025,1330.0,15.35
23-Jan-2025,27-Feb-2025,1190.0,97.70
23-Jan-2025,30-Jan-2025,1060.0,183.00
23-Jan-2025,30-Jan-2025,1040.0,260.00
23-Jan-2025,30-Jan-2025,1020.0,242.00
23-Jan-2025,30-Jan-2025,1090.0,198.10
23-Jan-2025,30-Jan-2025,1080.0,274.00
23-Jan-2025,30-Jan-2025,1000.0,225.00
23-Jan-2025,30-Jan-2025,1270.0,10.80
23-Jan-2025,30-Jan-2025,1260.0,15.45
23-Jan-2025,30-Jan-2025,1480.0,0.20
23-Jan-2025,30-Jan-2025,1460.0,0.25
23-Jan-2025,30-Jan-2025,1250.0,22.15
23-Jan-2025,30-Jan-2025,1440.0,0.20
23-Jan-2025,30-Jan-2025,1430.0,0.30
23-Jan-2025,30-Jan-2025,1240.0,29.95
23-Jan-2025,30-Jan-2025,1230.0,39.05
23-Jan-2025,30-Jan-2025,1420.0,0.25
23-Jan-2025,30-Jan-2025,1410.0,0.35
23-Jan-2025,30-Jan-2025,1220.0,48.20
23-Jan-2025,30-Jan-2025,1400.0,0.35
23-Jan-2025,30-Jan-2025,1210.0,57.80
23-Jan-2025,30-Jan-2025,1200.0,67.30
23-Jan-2025,30-Jan-2025,1390.0,0.45
23-Jan-2025,30-Jan-2025,1380.0,0.50
23-Jan-2025,30-Jan-2025,1190.0,77.35
23-Jan-2025,30-Jan-2025,1180.0,89.50
23-Jan-2025,27-Mar-2025,1260.0,62.00
23-Jan-2025,27-Mar-2025,1380.0,19.20
23-Jan-2025,27-Mar-2025,1140.0,121.30
23-Jan-2025,27-Mar-2025,1120.0,135.80
23-Jan-2025,27-Mar-2025,1360.0,23.20
23-Jan-2025,27-Mar-2025,1240.0,62.75
23-Jan-2025,27-Mar-2025,1340.0,27.00
23-Jan-2025,27-Mar-2025,1220.0,72.50
23-Jan-2025,27-Mar-2025,1100.0,151.15
23-Jan-2025,27-Mar-2025,1520.0,4.45
23-Jan-2025,27-Mar-2025,1080.0,167.25
23-Jan-2025,27-Mar-2025,1200.0,102.45
23-Jan-2025,27-Mar-2025,1480.0,6.90
23-Jan-2025,27-Mar-2025,1320.0,33.05
23-Jan-2025,27-Mar-2025,1040.0,201.40
23-Jan-2025,27-Mar-2025,1440.0,9.05
23-Jan-2025,27-Mar-2025,1300.0,41.45
23-Jan-2025,27-Mar-2025,1420.0,13.00
23-Jan-2025,27-Mar-2025,1180.0,94.95
23-Jan-2025,27-Mar-2025,1000.0,237.65
23-Jan-2025,27-Mar-2025,1400.0,13.90
23-Jan-2025,27-Mar-2025,1280.0,46.15
23-Jan-2025,27-Mar-2025,1160.0,107.60
23-Jan-2025,27-Feb-2025,1520.0,1.35
23-Jan-2025,27-Feb-2025,1500.0,1.30
23-Jan-2025,27-Feb-2025,1320.0,18.35
23-Jan-2025,27-Feb-2025,1180.0,136.00
23-Jan-2025,27-Feb-2025,1480.0,1.95
23-Jan-2025,30-Jan-2025,1370.0,0.60
23-Jan-2025,30-Jan-2025,1360.0,0.65
23-Jan-2025,30-Jan-2025,1170.0,122.00
23-Jan-2025,30-Jan-2025,1350.0,0.80
23-Jan-2025,30-Jan-2025,1160.0,142.05
23-Jan-2025,30-Jan-2025,1150.0,116.25
23-Jan-2025,30-Jan-2025,1340.0,1.00
23-Jan-2025,30-Jan-2025,1330.0,1.30
23-Jan-2025,30-Jan-2025,1140.0,123.80
23-Jan-2025,30-Jan-2025,1130.0,122.50
23-Jan-2025,30-Jan-2025,1320.0,1.85
23-Jan-2025,30-Jan-2025,1120.0,133.70
23-Jan-2025,30-Jan-2025,1310.0,2.60
23-Jan-2025,30-Jan-2025,1300.0,3.55
23-Jan-2025,30-Jan-2025,1110.0,166.00
23-Jan-2025,30-Jan-2025,1100.0,165.50
23-Jan-2025,30-Jan-2025,1520.0,0.10
23-Jan-2025,30-Jan-2025,1500.0,0.15
23-Jan-2025,30-Jan-2025,1290.0,4.80
23-Jan-2025,30-Jan-2025,1280.0,7.15
23-Jan-2025,27-Feb-2025,1310.0,21.65
23-Jan-2025,27-Feb-2025,1170.0,87.65
23-Jan-2025,27-Feb-2025,1460.0,2.30
23-Jan-2025,27-Feb-2025,1300.0,25.15
23-Jan-2025,27-Feb-2025,1160.0,115.45
23-Jan-2025,27-Feb-2025,1440.0,2.95
23-Jan-2025,27-Feb-2025,1290.0,29.50
23-Jan-2025,27-Feb-2025,1280.0,33.60
23-Jan-2025,27-Feb-2025,1150.0,152.00
23-Jan-2025,27-Feb-2025,1140.0,165.40
23-Jan-2025,27-Feb-2025,1430.0,5.55
23-Jan-2025,27-Feb-2025,1420.0,3.95
23-Jan-2025,27-Feb-2025,1270.0,38.50
23-Jan-2025,27-Feb-2025,1130.0,116.05
23-Jan-2025,27-Feb-2025,1410.0,4.55
23-Jan-2025,27-Feb-2025,1120.0,170.00
23-Jan-2025,27-Feb-2025,1400.0,5.45
23-Jan-2025,27-Feb-2025,1260.0,44.05
23-Jan-2025,27-Feb-2025,1110.0,131.75
23-Jan-2025,27-Feb-2025,1390.0,5.90
23-Jan-2025,27-Feb-2025,1250.0,50.15
23-Jan-2025,27-Feb-2025,1100.0,175.00
23-Jan-2025,27-Feb-2025,1380.0,7.00
23-Jan-2025,27-Feb-2025,1240.0,56.20
23-Jan-2025,27-Feb-2025,1090.0,148.30
23-Jan-2025,27-Feb-2025,1370.0,8.15
23-Jan-2025,27-Feb-2025,1230.0,62.25
23-Jan-2025,27-Feb-2025,1080.0,216.25
24-Jan-2025,27-Feb-2025,1500.0,0.80
24-Jan-2025,27-Feb-2025,1320.0,12.35
24-Jan-2025,27-Feb-2025,1180.0,98.20
24-Jan-2025,27-Feb-2025,1480.0,1.40
24-Jan-2025,27-Feb-2025,1310.0,14.55
24-Jan-2025,27-Feb-2025,1170.0,87.65
24-Jan-2025,27-Feb-2025,1460.0,1.70
24-Jan-2025,27-Feb-2025,1300.0,17.40
24-Jan-2025,27-Feb-2025,1160.0,120.45
24-Jan-2025,27-Feb-2025,1440.0,2.05
24-Jan-2025,27-Feb-2025,1290.0,20.00
24-Jan-2025,27-Feb-2025,1150.0,111.20
24-Jan-2025,27-Feb-2025,1280.0,23.25
24-Jan-2025,27-Feb-2025,1430.0,5.55
24-Jan-2025,27-Feb-2025,1420.0,2.75
24-Jan-2025,27-Feb-2025,1270.0,28.25
24-Jan-2025,27-Feb-2025,1140.0,165.40
24-Jan-2025,27-Feb-2025,1410.0,3.10
24-Jan-2025,27-Feb-2025,1130.0,116.05
24-Jan-2025,27-Feb-2025,1400.0,3.95
24-Jan-2025,27-Feb-2025,1260.0,32.30
24-Jan-2025,27-Feb-2025,1120.0,170.00
24-Jan-2025,27-Feb-2025,1390.0,4.10
24-Jan-2025,27-Feb-2025,1250.0,37.75
24-Jan-2025,27-Feb-2025,1110.0,131.75
24-Jan-2025,27-Feb-2025,1100.0,156.10
24-Jan-2025,27-Feb-2025,1380.0,4.65
24-Jan-2025,27-Feb-2025,1240.0,42.75
24-Jan-2025,27-Feb-2025,1370.0,5.45
24-Jan-2025,27-Feb-2025,1230.0,48.85
24-Jan-2025,27-Feb-2025,1090.0,148.30
24-Jan-2025,27-Feb-2025,1080.0,216.25
24-Jan-2025,27-Feb-2025,1360.0,6.25
24-Jan-2025,27-Feb-2025,1220.0,56.70
24-Jan-2025,27-Feb-2025,1060.0,234.25
24-Jan-2025,27-Feb-2025,1350.0,7.45
24-Jan-2025,27-Feb-2025,1210.0,109.80
24-Jan-2025,27-Feb-2025,1040.0,252.60
24-Jan-2025,27-Feb-2025,1340.0,8.75
24-Jan-2025,27-Feb-2025,1200.0,69.15
24-Jan-2025,27-Feb-2025,1020.0,238.50
24-Jan-2025,27-Feb-2025,1330.0,10.35
24-Jan-2025,27-Feb-2025,1190.0,89.00
24-Jan-2025,30-Jan-2025,1060.0,183.00
24-Jan-2025,30-Jan-2025,1040.0,260.00
24-Jan-2025,30-Jan-2025,1020.0,242.00
24-Jan-2025,30-Jan-2025,1090.0,198.10
24-Jan-2025,30-Jan-2025,1080.0,274.00
24-Jan-2025,30-Jan-2025,1000.0,225.00
24-Jan-2025,30-Jan-2025,1270.0,3.75
24-Jan-2025,30-Jan-2025,1480.0,0.15
24-Jan-2025,30-Jan-2025,1460.0,0.20
24-Jan-2025,27-Mar-2025,1260.0,52.30
24-Jan-2025,27-Mar-2025,1380.0,19.20
24-Jan-2025,27-Mar-2025,1140.0,121.30
24-Jan-2025,27-Mar-2025,1120.0,135.80
24-Jan-2025,27-Mar-2025,1360.0,23.20
24-Jan-2025,27-Mar-2025,1240.0,62.75
24-Jan-2025,27-Mar-2025,1340.0,21.35
24-Jan-2025,27-Mar-2025,1220.0,72.50
24-Jan-2025,27-Mar-2025,1100.0,151.15
24-Jan-2025,27-Mar-2025,1520.0,4.45
24-Jan-2025,27-Mar-2025,1080.0,167.25
24-Jan-2025,27-Mar-2025,1480.0,6.90
24-Jan-2025,30-Jan-2025,1260.0,5.50
24-Jan-2025,30-Jan-2025,1250.0,8.90
24-Jan-2025,30-Jan-2025,1440.0,0.20
24-Jan-2025,30-Jan-2025,1430.0,0.20
24-Jan-2025,30-Jan-2025,1240.0,13.95
24-Jan-2025,30-Jan-2025,1230.0,20.90
24-Jan-2025,30-Jan-2025,1420.0,0.15
24-Jan-2025,30-Jan-2025,1410.0,0.20
24-Jan-2025,30-Jan-2025,1220.0,28.75
24-Jan-2025,30-Jan-2025,1400.0,0.25
24-Jan-2025,30-Jan-2025,1210.0,36.85
24-Jan-2025,30-Jan-2025,1200.0,47.35
24-Jan-2025,30-Jan-2025,1390.0,0.30
24-Jan-2025,30-Jan-2025,1380.0,0.30
24-Jan-2025,30-Jan-2025,1190.0,55.25
24-Jan-2025,30-Jan-2025,1180.0,65.45
24-Jan-2025,30-Jan-2025,1370.0,0.35
24-Jan-2025,30-Jan-2025,1170.0,78.65
24-Jan-2025,30-Jan-2025,1360.0,0.35
24-Jan-2025,30-Jan-2025,1350.0,0.45
24-Jan-2025,30-Jan-2025,1160.0,99.50
24-Jan-2025,30-Jan-2025,1150.0,95.75
24-Jan-2025,30-Jan-2025,1340.0,0.50
24-Jan-2025,30-Jan-2025,1330.0,0.60
24-Jan-2025,30-Jan-2025,1140.0,123.80
24-Jan-2025,30-Jan-2025,1320.0,0.75
24-Jan-2025,30-Jan-2025,1130.0,122.50
24-Jan-2025,30-Jan-2025,1120.0,133.70
24-Jan-2025,30-Jan-2025,1310.0,1.00
24-Jan-2025,30-Jan-2025,1300.0,1.35
24-Jan-2025,30-Jan-2025,1110.0,166.00
24-Jan-2025,30-Jan-2025,1100.0,152.50
24-Jan-2025,30-Jan-2025,1520.0,0.10
24-Jan-2025,30-Jan-2025,1500.0,0.10
24-Jan-2025,30-Jan-2025,1290.0,1.70
24-Jan-2025,30-Jan-2025,1280.0,2.60
24-Jan-2025,27-Mar-2025,1320.0,33.05
24-Jan-2025,27-Mar-2025,1200.0,87.60
24-Jan-2025,27-Mar-2025,1440.0,7.85
24-Jan-2025,27-Mar-2025,1300.0,33.30
24-Jan-2025,27-Mar-2025,1040.0,201.40
24-Jan-2025,27-Mar-2025,1420.0,13.00
24-Jan-2025,27-Mar-2025,1180.0,94.95
24-Jan-2025,27-Mar-2025,1000.0,237.65
24-Jan-2025,27-Mar-2025,1400.0,11.20
24-Jan-2025,27-Mar-2025,1280.0,46.15
24-Jan-2025,27-Mar-2025,1160.0,107.60
24-Jan-2025,27-Feb-2025,1520.0,0.90
27-Jan-2025,30-Jan-2025,1520.0,0.10
27-Jan-2025,30-Jan-2025,1500.0,0.10
27-Jan-2025,30-Jan-2025,1290.0,0.55
27-Jan-2025,30-Jan-2025,1280.0,0.75
27-Jan-2025,27-Mar-2025,1380.0,19.20
27-Jan-2025,27-Mar-2025,1260.0,42.15
27-Jan-2025,27-Mar-2025,1140.0,121.30
27-Jan-2025,27-Mar-2025,1240.0,51.40
27-Jan-2025,27-Mar-2025,1120.0,135.80
27-Jan-2025,27-Mar-2025,1360.0,23.20
27-Jan-2025,27-Mar-2025,1340.0,16.35
27-Jan-2025,27-Mar-2025,1220.0,72.50
27-Jan-2025,27-Mar-2025,1100.0,151.15
27-Jan-2025,27-Mar-2025,1520.0,4.45
27-Jan-2025,27-Mar-2025,1480.0,3.50
27-Jan-2025,27-Mar-2025,1080.0,167.25
27-Jan-2025,27-Mar-2025,1320.0,33.05
27-Jan-2025,27-Mar-2025,1200.0,74.00
27-Jan-2025,27-Mar-2025,1440.0,7.25
27-Jan-2025,27-Mar-2025,1300.0,25.85
27-Jan-2025,27-Mar-2025,1040.0,201.40
27-Jan-2025,27-Mar-2025,1420.0,13.00
27-Jan-2025,27-Mar-2025,1180.0,94.95
27-Jan-2025,27-Mar-2025,1000.0,237.65
27-Jan-2025,27-Mar-2025,1400.0,9.20
27-Jan-2025,27-Mar-2025,1280.0,46.15
27-Jan-2025,27-Mar-2025,1160.0,107.60
27-Jan-2025,27-Feb-2025,1520.0,0.70
27-Jan-2025,27-Feb-2025,1320.0,9.75
27-Jan-2025,27-Feb-2025,1180.0,72.95
27-Jan-2025,27-Feb-2025,1500.0,0.55
27-Jan-2025,27-Feb-2025,1480.0,1.15
27-Jan-2025,27-Feb-2025,1310.0,11.40
27-Jan-2025,27-Feb-2025,1170.0,87.65
27-Jan-2025,27-Feb-2025,1460.0,1.45
27-Jan-2025,27-Feb-2025,1300.0,13.65
27-Jan-2025,27-Feb-2025,1160.0,87.50
27-Jan-2025,27-Feb-2025,1290.0,16.00
27-Jan-2025,27-Feb-2025,1150.0,96.25
27-Jan-2025,27-Feb-2025,1440.0,1.70
27-Jan-2025,27-Feb-2025,1430.0,5.55
27-Jan-2025,27-Feb-2025,1420.0,2.30
27-Jan-2025,27-Feb-2025,1280.0,18.80
27-Jan-2025,27-Feb-2025,1140.0,165.40
27-Jan-2025,27-Feb-2025,1410.0,2.80
27-Jan-2025,27-Feb-2025,1270.0,22.20
27-Jan-2025,27-Feb-2025,1130.0,116.05
27-Jan-2025,27-Feb-2025,1400.0,3.35
27-Jan-2025,27-Feb-2025,1260.0,26.15
27-Jan-2025,27-Feb-2025,1120.0,170.00
27-Jan-2025,27-Feb-2025,1390.0,3.55
27-Jan-2025,27-Feb-2025,1250.0,30.55
27-Jan-2025,27-Feb-2025,1110.0,131.75
27-Jan-2025,27-Feb-2025,1380.0,4.00
27-Jan-2025,27-Feb-2025,1240.0,35.50
27-Jan-2025,27-Feb-2025,1100.0,139.30
27-Jan-2025,27-Feb-2025,1370.0,4.45
27-Jan-2025,27-Feb-2025,1230.0,40.60
27-Jan-2025,27-Feb-2025,1090.0,148.30
27-Jan-2025,27-Feb-2025,1360.0,5.15
27-Jan-2025,27-Feb-2025,1080.0,216.25
27-Jan-2025,27-Feb-2025,1060.0,165.00
27-Jan-2025,27-Feb-2025,1220.0,46.30
27-Jan-2025,27-Feb-2025,1350.0,6.00
27-Jan-2025,27-Feb-2025,1210.0,52.10
27-Jan-2025,27-Feb-2025,1040.0,252.60
27-Jan-2025,27-Feb-2025,1340.0,6.95
27-Jan-2025,27-Feb-2025,1200.0,59.05
27-Jan-2025,27-Feb-2025,1020.0,238.50
27-Jan-2025,27-Feb-2025,1330.0,8.20
27-Jan-2025,27-Feb-2025,1190.0,66.05
27-Jan-2025,30-Jan-2025,1060.0,183.00
27-Jan-2025,30-Jan-2025,1040.0,197.05
27-Jan-2025,30-Jan-2025,1020.0,242.00
27-Jan-2025,30-Jan-2025,1000.0,227.00
27-Jan-2025,30-Jan-2025,1090.0,198.10
27-Jan-2025,30-Jan-2025,1080.0,274.00
27-Jan-2025,30-Jan-2025,1270.0,1.00
27-Jan-2025,30-Jan-2025,1480.0,0.15
27-Jan-2025,30-Jan-2025,1460.0,0.15
27-Jan-2025,30-Jan-2025,1260.0,1.50
27-Jan-2025,30-Jan-2025,1250.0,2.60
27-Jan-2025,30-Jan-2025,1440.0,0.15
27-Jan-2025,30-Jan-2025,1430.0,0.20
27-Jan-2025,30-Jan-2025,1240.0,4.85
27-Jan-2025,30-Jan-2025,1420.0,0.20
27-Jan-2025,30-Jan-2025,1230.0,9.25
27-Jan-2025,30-Jan-2025,1220.0,15.05
27-Jan-2025,30-Jan-2025,1410.0,0.20
27-Jan-2025,30-Jan-2025,1400.0,0.10
27-Jan-2025,30-Jan-2025,1210.0,22.10
27-Jan-2025,30-Jan-2025,1200.0,31.40
27-Jan-2025,30-Jan-2025,1390.0,0.20
27-Jan-2025,30-Jan-2025,1380.0,0.20
27-Jan-2025,30-Jan-2025,1190.0,40.90
27-Jan-2025,30-Jan-2025,1370.0,0.25
27-Jan-2025,30-Jan-2025,1180.0,50.20
27-Jan-2025,30-Jan-2025,1170.0,59.35
27-Jan-2025,30-Jan-2025,1360.0,0.25
27-Jan-2025,30-Jan-2025,1350.0,0.30
27-Jan-2025,30-Jan-2025,1160.0,71.05
27-Jan-2025,30-Jan-2025,1150.0,80.15
27-Jan-2025,30-Jan-2025,1340.0,0.25
27-Jan-2025,30-Jan-2025,1330.0,0.40
27-Jan-2025,30-Jan-2025,1140.0,123.80
27-Jan-2025,30-Jan-2025,1320.0,0.40
27-Jan-2025,30-Jan-2025,1130.0,122.50
27-Jan-2025,30-Jan-2025,1120.0,133.70
27-Jan-2025,30-Jan-2025,1310.0,0.45
27-Jan-2025,30-Jan-2025,1300.0,0.55
27-Jan-2025,30-Jan-2025,1110.0,166.00
27-Jan-2025,30-Jan-2025,1100.0,128.40
28-Jan-2025,30-Jan-2025,1390.0,0.15
28-Jan-2025,30-Jan-2025,1380.0,0.10
28-Jan-2025,30-Jan-2025,1190.0,47.45
28-Jan-2025,30-Jan-2025,1370.0,0.20
28-Jan-2025,30-Jan-2025,1180.0,57.90
28-Jan-2025,30-Jan-2025,1170.0,67.75
28-Jan-2025,30-Jan-2025,1360.0,0.15
28-Jan-2025,30-Jan-2025,1350.0,0.15
28-Jan-2025,30-Jan-2025,1160.0,76.50
28-Jan-2025,30-Jan-2025,1150.0,92.15
28-Jan-2025,30-Jan-2025,1340.0,0.15
28-Jan-2025,30-Jan-2025,1330.0,0.25
28-Jan-2025,30-Jan-2025,1140.0,103.00
28-Jan-2025,30-Jan-2025,1320.0,0.30
28-Jan-2025,30-Jan-2025,1130.0,122.50
28-Jan-2025,30-Jan-2025,1120.0,133.70
28-Jan-2025,30-Jan-2025,1310.0,0.30
28-Jan-2025,30-Jan-2025,1300.0,0.40
28-Jan-2025,30-Jan-2025,1110.0,166.00
28-Jan-2025,30-Jan-2025,1100.0,136.70
28-Jan-2025,27-Mar-2025,1380.0,19.20
28-Jan-2025,27-Mar-2025,1260.0,45.55
28-Jan-2025,27-Mar-2025,1140.0,121.30
28-Jan-2025,27-Mar-2025,1240.0,54.55
28-Jan-2025,27-Mar-2025,1120.0,135.80
28-Jan-2025,27-Mar-2025,1360.0,23.20
28-Jan-2025,27-Mar-2025,1340.0,17.25
28-Jan-2025,27-Mar-2025,1220.0,72.50
28-Jan-2025,27-Mar-2025,1100.0,151.15
28-Jan-2025,27-Mar-2025,1520.0,4.45
28-Jan-2025,27-Mar-2025,1080.0,167.25
28-Jan-2025,27-Mar-2025,1480.0,3.50
28-Jan-2025,27-Mar-2025,1320.0,33.05
28-Jan-2025,27-Mar-2025,1200.0,81.50
28-Jan-2025,27-Mar-2025,1440.0,7.50
28-Jan-2025,27-Mar-2025,1300.0,27.15
28-Jan-2025,27-Mar-2025,1040.0,201.40
28-Jan-2025,27-Mar-2025,1420.0,13.00
28-Jan-2025,27-Mar-2025,1180.0,94.95
28-Jan-2025,27-Mar-2025,1000.0,237.65
28-Jan-2025,27-Mar-2025,1400.0,9.40
