date,mu_mean,mu_var,kappa_mean,kappa_var,theta_mean,theta_var,vol-of-vol_mean,vol-of-vol_var,rho_mean,rho_var,JumpIntensity_mean,JumpIntensity_var,JumpMean_mean,JumpMean_var,JumpVolatility_mean,JumpVolatility_var
October 23rd, 2023,0,0,0,0,0,0,0,00,0,0,0,0,0,0,0
October 23rd, 2023
