date,mu_mean,mu_var,kappa_mean,kappa_var,theta_mean,theta_var,vol-of-vol_mean,vol-of-vol_var,rho_mean,rho_var
January 8th, 2025,1.26244,0.861328,1.41665,2.47589,0.0733729,0.00861126,0.467659,0.2464330.0751951,0.517335,
