date,mu_mean,mu_var,kappa_mean,kappa_var,theta_mean,theta_var,vol-of-vol_mean,vol-of-vol_var,rho_mean,rho_var
January 8th, 2025,1.16114,0.93407,0.46304,0.346328,0.0723328,0.00112257,0.00617708,2.81235e-05-0.0791296,0.183198,
